game_id,tournament,blue_team,red_team,blue_picks,red_picks,blue_players,red_players,first_to_five,blue_time,red_time,is_ambiguous,first_to_ten,blue_time10,red_time10,ft10_ambiguous,blue_kills10,red_kills10
ESPORTSTMNT02_3207804,LCS,100 Thieves,Cloud9,"Sion,Wukong,Neeko,Xayah,Rakan","K'Sante,Maokai,Jayce,Zeri,Yuumi","Ssumday,Closer,Quid,Doublelift,Busio","Fudge,Blaber,EMENES,Berserker,Zven",red,,14.497183333333334,0,red,,26.333166666666667,0,0,0
ESPORTSTMNT02_3214865,LCS,Cloud9,Evil Geniuses,"K'Sante,Kindred,Ahri,Ashe,Milio","Renekton,Sejuani,Jayce,Varus,Janna","Fudge,Blaber,EMENES,Berserker,Zven","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla",blue,6.6625,,0,blue,9.498566666666667,,0,10,3
ESPORTSTMNT01_3373466,LCS,Cloud9,Golden Guardians,"K'Sante,Kindred,Gragas,Zeri,Milio","Ornn,Jax,Ahri,Lucian,Nami","Fudge,Blaber,EMENES,Berserker,Zven","Licorice,River,Gori,Stixxay,huhi",red,24.49315,24.33065,1,,,,1,0,0
ESPORTSTMNT02_3213623,LCS,Team Liquid,Cloud9,"Ornn,Wukong,LeBlanc,Aphelios,Renata Glasc","Renekton,Vi,Zeri,Xayah,Rakan","Summit,Pyosik,Haeri,Yeon,CoreJJ","Fudge,Blaber,EMENES,Berserker,Zven",blue,16.155266666666666,,0,blue,22.66585,,0,3,1
ESPORTSTMNT02_3209643,LCS,Cloud9,FlyQuest,"Kennen,Nocturne,Neeko,Kai'Sa,Nautilus","Renekton,Vi,Azir,Aphelios,Thresh","Fudge,Blaber,EMENES,Berserker,Zven","Impact,Spica,VicLa,Prince,Vulcan",blue,10.323550000000001,,0,blue,21.156766666666666,,0,4,1
ESPORTSTMNT01_3375039,LCS,Dignitas,Cloud9,"K'Sante,Maokai,Ahri,Jinx,Thresh","Jax,Kha'Zix,Annie,Aphelios,Lulu","Rich,Santorin,Jensen,Tomo,Diamond","Fudge,Blaber,EMENES,Berserker,Zven",blue,10.825866666666666,14.162233333333335,0,red,,17.819166666666668,0,3,2
ESPORTSTMNT02_3210080,LCS,Cloud9,NRG,"Kennen,Vi,Annie,Aphelios,Yuumi","Jayce,Wukong,Azir,Kai'Sa,Rell","Fudge,Blaber,EMENES,Berserker,Zven","Dhokla,Contractz,Palafox,FBI,Ignar",red,22.664816666666663,11.827533333333333,0,red,,23.498283333333333,0,1,3
ESPORTSTMNT02_3215315,LCS,Cloud9,Immortals,"Gnar,Vi,Annie,Kai'Sa,Rell","K'Sante,Viego,Ahri,Aphelios,Alistar","Fudge,Blaber,EMENES,Berserker,Zven","Solo,Kenvi,Bolulu,Tactical,Treatz",blue,14.8305,20.6657,0,blue,19.491566666666664,,0,0,1
ESPORTSTMNT01_3376646,LCS,Cloud9,TSM,"Gragas,Kindred,K'Sante,Aphelios,Milio","Malphite,Wukong,Ahri,Jhin,Karma","Fudge,Blaber,EMENES,Berserker,Zven","Hauntzer,Bugi,Insanity,WildTurtle,Chime",red,19.832783333333335,15.999699999999999,0,blue,27.1662,,0,4,4
ESPORTSTMNT02_3209665,LCS,100 Thieves,Evil Geniuses,"K'Sante,Vi,Azir,Ashe,Braum","Sion,Viego,Ahri,Xayah,Rakan","Ssumday,Closer,Quid,Doublelift,Busio","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla",red,,13.8308,0,red,,18.998916666666666,0,1,2
ESPORTSTMNT02_3216144,LCS,100 Thieves,Golden Guardians,"Renekton,Maokai,Azir,Xayah,Milio","Rumble,Sejuani,Yone,Aphelios,Rakan","Ssumday,Closer,Quid,Doublelift,Busio","Licorice,River,Gori,Stixxay,huhi",blue,22.328683333333334,22.82861666666667,0,red,31.66166666666667,31.66166666666667,1,1,3
ESPORTSTMNT04_2684346,LCS,100 Thieves,Team Liquid,"K'Sante,Kha'Zix,LeBlanc,Lucian,Nami","Jax,Sejuani,Ahri,Aphelios,Milio","Ssumday,Closer,Nukeduck,Doublelift,Busio","Summit,Pyosik,Haeri,Yeon,CoreJJ",red,,29.492633333333334,0,red,,32.665749999999996,0,0,1
ESPORTSTMNT01_3373576,LCS,FlyQuest,100 Thieves,"K'Sante,Maokai,Jayce,Aphelios,Yuumi","Renekton,Wukong,Ahri,Lucian,Milio","Impact,Spica,VicLa,Prince,Vulcan","Ssumday,Closer,Nukeduck,Doublelift,Busio",red,,12.331733333333334,0,red,,24.498299999999997,0,0,3
ESPORTSTMNT02_3214306,LCS,100 Thieves,Dignitas,"K'Sante,Sejuani,Azir,Xayah,Nautilus","Renekton,Maokai,Jayce,Varus,Leona","Ssumday,Closer,Quid,Doublelift,Busio","Rich,Santorin,Jensen,Tomo,Diamond",red,23.32965,23.32965,1,blue,29.499933333333335,,0,2,1
ESPORTSTMNT01_3376629,LCS,NRG,100 Thieves,"K'Sante,Kha'Zix,Syndra,Aphelios,Milio","Renekton,Lee Sin,Annie,Zeri,Yuumi","Dhokla,Contractz,Palafox,FBI,Ignar","Ssumday,Closer,Nukeduck,Doublelift,Busio",blue,21.154866666666667,,0,blue,27.49703333333333,,0,0,0
ESPORTSTMNT02_3212009,LCS,Immortals,100 Thieves,"Renekton,Sejuani,Azir,Jinx,Milio","Ornn,Wukong,Ahri,Xayah,Rakan","Solo,Kenvi,Bolulu,Tactical,Treatz","Ssumday,Closer,Quid,Doublelift,Busio",red,29.32988333333333,29.32988333333333,1,red,,36.658,0,1,0
ESPORTSTMNT02_3214927,LCS,100 Thieves,TSM,"K'Sante,Maokai,Jayce,Varus,Renata Glasc","Renekton,Viego,Annie,Kai'Sa,Blitzcrank","Ssumday,Closer,Quid,Doublelift,Busio","Hauntzer,Bugi,Ruby,WildTurtle,Chime",red,24.49751666666667,24.49751666666667,1,blue,32.49975,,0,2,0
ESPORTSTMNT04_2685321,LCS,Golden Guardians,Evil Geniuses,"Rumble,Nautilus,K'Sante,Lucian,Nami","Gragas,Sejuani,Jayce,Aphelios,Lulu","Licorice,River,Gori,Stixxay,huhi","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla",blue,17.16585,21.998883333333332,0,red,31.33255,28.332333333333334,0,3,3
ESPORTSTMNT02_3211039,LCS,Team Liquid,Evil Geniuses,"Gnar,Kindred,Annie,Ashe,Rell","Renekton,Viego,Ahri,Xayah,Rakan","Summit,Pyosik,Haeri,Yeon,CoreJJ","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla",red,37.99815,23.666166666666665,0,red,,29.15615,0,1,0
ESPORTSTMNT02_3207834,LCS,Evil Geniuses,FlyQuest,"K'Sante,Nocturne,Neeko,Xayah,Rell","Malphite,Maokai,Jayce,Aphelios,Alistar","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla","Impact,Spica,VicLa,Prince,Vulcan",red,22.323533333333334,22.1648,1,blue,36.49026666666667,,0,0,0
ESPORTSTMNT01_3378516,LCS,Evil Geniuses,Dignitas,"Sion,Trundle,Ahri,Aphelios,Lulu","K'Sante,Sejuani,Cassiopeia,Xayah,Rakan","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla","Rich,Santorin,Jensen,Tomo,Diamond",blue,15.993883333333335,23.998299999999997,0,blue,31.996366666666667,32.16466666666667,0,2,0
ESPORTSTMNT01_3374524,LCS,Evil Geniuses,NRG,"Sion,Viego,Gragas,Lucian,Yuumi","Ornn,Poppy,Annie,Zeri,Milio","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla","Dhokla,Contractz,Palafox,FBI,Ignar",blue,9.497449999999999,,0,blue,21.332783333333335,,0,5,0
ESPORTSTMNT02_3214601,LCS,Evil Geniuses,Immortals,"Renekton,Sejuani,Sylas,Aphelios,Rakan","Ornn,Viego,Annie,Jinx,Braum","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla","Solo,Kenvi,Bolulu,Tactical,Treatz",blue,12.161266666666668,22.3291,0,blue,17.328466666666667,,0,1,0
ESPORTSTMNT02_3215249,LCS,Evil Geniuses,TSM,"Renekton,Sejuani,Yone,Varus,Milio","K'Sante,Nocturne,Azir,Kai'Sa,Rakan","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla","Hauntzer,Bugi,Ruby,WildTurtle,Chime",blue,21.658166666666666,,0,blue,28.832416666666667,,0,0,0
ESPORTSTMNT02_3213927,LCS,Team Liquid,Golden Guardians,"K'Sante,Vi,Ahri,Varus,Renata Glasc","Poppy,Viego,Annie,Aphelios,Rell","Summit,Pyosik,Haeri,Yeon,CoreJJ","Licorice,River,Gori,Stixxay,huhi",red,25.331599999999998,17.326966666666667,0,red,,28.162183333333335,0,0,1
ESPORTSTMNT01_3378493,LCS,FlyQuest,Golden Guardians,"Gragas,Viego,Annie,Xayah,Rakan","Yone,Sejuani,Azir,Aphelios,Lulu","Impact,Spica,VicLa,Prince,Vulcan","Licorice,River,Gori,Stixxay,huhi",blue,7.1603666666666665,10.828283333333333,0,blue,19.999433333333332,32.16438333333333,0,8,4
ESPORTSTMNT02_3208561,LCS,Dignitas,Golden Guardians,"Poppy,Maokai,Azir,Ashe,Milio","Jax,Kindred,Akali,Varus,Rell","Rich,Santorin,Jensen,Tomo,Diamond","Licorice,River,Gori,Stixxay,huhi",blue,15.819566666666667,17.998933333333333,0,red,36.32533333333333,32.660716666666666,0,2,1
ESPORTSTMNT02_3214284,LCS,NRG,Golden Guardians,"Renekton,Ivern,Jayce,Kai'Sa,Rell","Jax,Maokai,Azir,Tristana,Nautilus","Dhokla,Contractz,Palafox,FBI,Ignar","Licorice,River,Gori,Stixxay,huhi",blue,14.328016666666667,25.661333333333335,0,blue,18.333133333333333,,0,2,0
ESPORTSTMNT02_3209828,LCS,Immortals,Golden Guardians,"Ornn,Wukong,Annie,Aphelios,Rakan","Renekton,Sejuani,Jayce,Varus,Rell","Solo,Kenvi,Bolulu,Tactical,Treatz","Licorice,River,Gori,Stixxay,huhi",red,13.832966666666666,13.665266666666668,0,red,25.664566666666666,21.666566666666665,0,1,2
ESPORTSTMNT02_3208994,LCS,Golden Guardians,TSM,"Jax,Vi,Azir,Aphelios,Leona","Gragas,Maokai,Graves,Xayah,Alistar","Licorice,River,Gori,Stixxay,huhi","Hauntzer,Bugi,Insanity,WildTurtle,Chime",red,18.827299999999997,8.99365,0,red,25.4941,25.329816666666666,1,2,5
ESPORTSTMNT02_3214268,LCS,FlyQuest,Team Liquid,"Poppy,Sejuani,Tristana,Xayah,Rakan","Renekton,Vi,Ahri,Ashe,Milio","Impact,Spica,VicLa,Prince,Vulcan","Summit,Pyosik,Haeri,Yeon,CoreJJ",red,29.996783333333333,29.996783333333333,1,,,,1,2,0
ESPORTSTMNT02_3208818,LCS,Dignitas,Team Liquid,"K'Sante,Sejuani,Orianna,Aphelios,Rell","Gnar,Wukong,Annie,Xayah,Rakan","Rich,Santorin,Jensen,Tomo,Diamond","Summit,Pyosik,Haeri,Yeon,CoreJJ",red,22.16353333333333,15.830633333333333,0,red,28.331149999999997,22.16353333333333,0,1,0
ESPORTSTMNT02_3209624,LCS,Team Liquid,NRG,"Kennen,Vi,LeBlanc,Samira,Rell","Sion,Ivern,Kai'Sa,Aphelios,Alistar","Summit,Pyosik,Haeri,Yeon,CoreJJ","Dhokla,Contractz,Palafox,FBI,Ignar",blue,13.5,28.666516666666666,0,blue,18.4993,,0,2,0
ESPORTSTMNT01_3376571,LCS,Immortals,Team Liquid,"Ornn,Sejuani,Vel'Koz,Aphelios,Milio","Jax,Lee Sin,Annie,Lucian,Nami","Solo,Kenvi,Bolulu,Tactical,Treatz","Summit,Pyosik,Haeri,Yeon,CoreJJ",red,,10.831616666666667,0,red,,14.83205,0,1,4
ESPORTSTMNT01_3373511,LCS,Team Liquid,TSM,"Kennen,Vi,Ahri,Aphelios,Renata Glasc","Malphite,Wukong,Gragas,Xayah,Rakan","Summit,Pyosik,Haeri,Yeon,CoreJJ","Hauntzer,Bugi,Insanity,WildTurtle,Chime",blue,12.657266666666667,15.165583333333332,0,blue,21.499266666666664,23.99233333333333,0,1,2
ESPORTSTMNT02_3211054,LCS,FlyQuest,Dignitas,"Renekton,Ivern,Azir,Kai'Sa,Nautilus","Quinn,Vi,Annie,Aphelios,Rell","Impact,Spica,VicLa,Prince,Vulcan","Rich,Santorin,Jensen,Tomo,Diamond",blue,14.490116666666667,18.997850000000003,0,red,26.159383333333334,25.991683333333334,0,2,0
ESPORTSTMNT02_3213593,LCS,NRG,FlyQuest,"Jayce,Wukong,LeBlanc,Varus,Rell","Renekton,Sejuani,Tristana,Aphelios,Braum","Dhokla,Contractz,Palafox,FBI,Ignar","Impact,Spica,VicLa,Prince,Vulcan",blue,20.496483333333334,36.49641666666666,0,,,,1,0,1
ESPORTSTMNT02_3214937,LCS,Immortals,FlyQuest,"K'Sante,Sejuani,Ahri,Xayah,Rell","Renekton,Ivern,Azir,Aphelios,Alistar","Solo,Kenvi,Bolulu,Tactical,Treatz","Impact,Spica,VicLa,Prince,Vulcan",red,,10.322916666666666,0,red,,16.9995,0,1,3
ESPORTSTMNT01_3376068,LCS,FlyQuest,TSM,"Ornn,Rek'Sai,Annie,Aphelios,Milio","Malphite,Jarvan IV,LeBlanc,Lucian,Nami","Impact,Spica,VicLa,Prince,Vulcan","Hauntzer,Bugi,Insanity,WildTurtle,Chime",red,,25.660116666666667,0,red,,29.831366666666668,0,1,2
ESPORTSTMNT02_3216444,LCS,Dignitas,NRG,"Illaoi,Sejuani,Orianna,Xayah,Rakan","K'Sante,Sion,Syndra,Aphelios,Blitzcrank","Rich,Santorin,Jensen,Tomo,Diamond","Dhokla,Contractz,Palafox,FBI,Ignar",red,22.330783333333333,19.990383333333334,0,red,34.16603333333333,30.986983333333335,0,0,0
ESPORTSTMNT01_3374504,LCS,Immortals,Dignitas,"Sion,Sejuani,Ahri,Aphelios,Milio","Jax,Rek'Sai,Annie,Jinx,Lulu","Solo,Kenvi,Bolulu,Tactical,Treatz","Rich,Santorin,Jensen,Tomo,Diamond",blue,19.333216666666665,,0,blue,29.831083333333332,,0,0,0
ESPORTSTMNT02_3216120,LCS,Dignitas,TSM,"K'Sante,Poppy,Azir,Kai'Sa,Nautilus","Renekton,Sejuani,Syndra,Jinx,Braum","Rich,Santorin,Jensen,Tomo,Diamond","Hauntzer,Bugi,Ruby,WildTurtle,Chime",red,18.665716666666665,18.497850000000003,0,blue,22.160716666666666,,0,0,1
ESPORTSTMNT04_2683333,LCS,NRG,Immortals,"Jax,Sejuani,Gragas,Zeri,Yuumi","Ornn,Kha'Zix,Annie,Aphelios,Nautilus","Dhokla,Contractz,Palafox,FBI,Ignar","Solo,Kenvi,Bolulu,Tactical,Treatz",blue,15.496166666666666,20.99996666666667,0,blue,19.498316666666664,29.99866666666667,0,3,2
ESPORTSTMNT02_3207756,LCS,NRG,TSM,"Renekton,Vi,Ahri,Aphelios,Milio","K'Sante,Maokai,Graves,Jinx,Rakan","Dhokla,Contractz,Palafox,FBI,Ignar","Hauntzer,Bugi,Insanity,WildTurtle,Chime",red,25.994433333333333,14.82985,0,red,,24.166133333333335,0,1,4
ESPORTSTMNT02_3208604,LCS,Immortals,TSM,"Sion,Sejuani,Annie,Varus,Nautilus","K'Sante,Maokai,Graves,Jinx,Renata Glasc","Solo,Kenvi,Bolulu,Tactical,Treatz","Hauntzer,Bugi,Insanity,WildTurtle,Chime",red,23.9971,23.82715,0,red,,26.166383333333332,0,0,3
ESPORTSTMNT03_3186073,LCS,Cloud9,100 Thieves,"Rumble,Maokai,Jayce,Kai'Sa,Nautilus","Kennen,Lee Sin,Ahri,Varus,Rell","Fudge,Blaber,EMENES,Berserker,Zven","Ssumday,Closer,Quid,Doublelift,Busio",red,20.664499999999997,17.497433333333333,0,blue,22.662033333333333,27.33225,0,1,3
ESPORTSTMNT03_3186454,LCS,Cloud9,Evil Geniuses,"Renekton,Maokai,Tristana,Kog'Maw,Braum","Jax,Sejuani,Jayce,Aphelios,Rell","Fudge,Blaber,EMENES,Berserker,Zven","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla",red,25.330433333333335,16.158666666666665,0,,,,1,0,2
ESPORTSTMNT03_3176763,LCS,Golden Guardians,Cloud9,"K'Sante,Jarvan IV,LeBlanc,Aphelios,Braum","Renekton,Viego,Annie,Draven,Soraka","Licorice,River,Gori,Stixxay,huhi","Fudge,Blaber,EMENES,Berserker,Zven",red,22.661716666666667,21.162100000000002,0,blue,25.495133333333335,,0,1,1
ESPORTSTMNT03_3184735,LCS,Cloud9,Team Liquid,"Renekton,Kindred,Lissandra,Ashe,Milio","Kennen,Wukong,Ziggs,Aphelios,Rakan","Fudge,Blaber,EMENES,Berserker,Zven","Summit,Pyosik,APA,Yeon,CoreJJ",red,21.830033333333333,18.16425,0,blue,29.665233333333333,37.999583333333334,0,1,1
ESPORTSTMNT03_3192931,LCS,Cloud9,FlyQuest,"Kennen,Sejuani,Tristana,Xayah,Rakan","Renekton,Ivern,Sylas,Aphelios,Rell","Fudge,Blaber,EMENES,Berserker,Zven","Impact,Spica,VicLa,Prince,Vulcan",blue,17.661283333333333,,0,blue,25.16466666666667,,0,2,1
ESPORTSTMNT03_3179121,LCS,Cloud9,Dignitas,"Renekton,Maokai,Tristana,Varus,Heimerdinger","Jax,Sejuani,LeBlanc,Aphelios,Rell","Fudge,Blaber,EMENES,Berserker,Zven","Rich,Santorin,Jensen,Tomo,Diamond",blue,12.666416666666667,17.6636,0,blue,23.8301,29.664983333333332,0,3,2
ESPORTSTMNT03_3193364,LCS,NRG,Cloud9,"K'Sante,Amumu,LeBlanc,Xayah,Rakan","Gwen,Poppy,Jayce,Kai'Sa,Rell","Dhokla,Contractz,Palafox,FBI,Ignar","Fudge,Blaber,EMENES,Berserker,Zven",blue,25.99855,26.165566666666667,0,blue,31.165399999999998,36.33206666666667,0,0,2
ESPORTSTMNT03_3178542,LCS,Immortals,Cloud9,"Malphite,Viego,Neeko,Kai'Sa,Nautilus","Renekton,Sejuani,Orianna,Aphelios,Braum","Solo,Kenvi,Bolulu,Tactical,Treatz","Fudge,Blaber,EMENES,Berserker,Zven",blue,13.822966666666668,14.163966666666665,0,red,22.663666666666664,19.3323,0,2,2
ESPORTSTMNT03_3192653,LCS,Cloud9,TSM,"K'Sante,Ivern,Tristana,Aphelios,Rell","Poppy,Maokai,Jayce,Ashe,Alistar","Fudge,Blaber,EMENES,Berserker,Zven","Hauntzer,Bugi,Insanity,WildTurtle,Chime",blue,17.999116666666666,20.83135,0,blue,20.157,,0,1,2
ESPORTSTMNT03_3178195,LCS,Evil Geniuses,100 Thieves,"Fiora,Ivern,Tristana,Aphelios,Rell","K'Sante,Sejuani,Azir,Jinx,Alistar","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla","Ssumday,Closer,Quid,Doublelift,Busio",blue,14.657399999999999,,0,blue,21.4947,,0,2,1
ESPORTSTMNT03_3194810,LCS,100 Thieves,Golden Guardians,"K'Sante,Sejuani,Azir,Zeri,Rakan","Jax,Vi,Ahri,Xayah,Leona","Ssumday,Closer,Quid,Doublelift,Busio","Licorice,River,Gori,Stixxay,huhi",red,25.499366666666667,21.999133333333337,0,red,33.83255,33.49935,0,0,1
ESPORTSTMNT03_3179547,LCS,Team Liquid,100 Thieves,"Rumble,Wukong,Ziggs,Draven,Thresh","Renekton,Sejuani,Akali,Kai'Sa,Nautilus","Summit,Pyosik,APA,Yeon,CoreJJ","Ssumday,Closer,Quid,Doublelift,Busio",blue,18.999399999999998,27.828116666666666,0,blue,27.828116666666666,,0,3,0
ESPORTSTMNT03_3175763,LCS,100 Thieves,FlyQuest,"Malphite,Poppy,Azir,Varus,Rell","Renekton,Maokai,Tristana,Aphelios,Alistar","Ssumday,Closer,Quid,Doublelift,Busio","Impact,Spica,VicLa,Prince,Vulcan",blue,24.66593333333333,29.1642,0,blue,29.82988333333333,,0,0,1
ESPORTSTMNT03_3192430,LCS,Dignitas,100 Thieves,"K'Sante,Sejuani,Ziggs,Kai'Sa,Nautilus","Gwen,Maokai,Jayce,Xayah,Renata Glasc","Rich,Santorin,Jensen,Tomo,Poome","Ssumday,Closer,Quid,Doublelift,Busio",blue,18.4963,33.164366666666666,0,blue,36.66291666666667,,0,1,1
ESPORTSTMNT03_3192666,LCS,100 Thieves,NRG,"Renekton,Viego,Jayce,Kai'Sa,Rakan","Ornn,Sejuani,Azir,Aphelios,Alistar","Ssumday,Closer,Quid,Doublelift,Busio","Dhokla,Contractz,Palafox,FBI,Ignar",blue,14.163933333333334,,0,blue,27.830733333333335,,0,4,1
ESPORTSTMNT03_3184758,LCS,100 Thieves,Immortals,"Jax,Viego,Azir,Kai'Sa,Rakan","Ornn,Nocturne,Neeko,Xayah,Rell","Ssumday,Closer,Quid,Doublelift,Busio","Solo,Kenvi,Bolulu,Tactical,Treatz",red,,12.1637,0,red,,27.3304,0,0,4
ESPORTSTMNT03_3187377,LCS,100 Thieves,TSM,"K'Sante,Maokai,Jayce,Xayah,Renata Glasc","Gwen,Viego,Sejuani,Jinx,Rell","Ssumday,Closer,Quid,Doublelift,Busio","Hauntzer,Bugi,Insanity,WildTurtle,Chime",blue,19.163583333333335,,0,blue,20.49976666666667,,0,3,0
ESPORTSTMNT03_3183664,LCS,Golden Guardians,Evil Geniuses,"K'Sante,Vi,LeBlanc,Xayah,Rakan","Renekton,Rell,Kai'Sa,Draven,Milio","Licorice,River,Gori,Stixxay,huhi","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla",blue,9.823450000000001,,0,blue,15.660183333333332,,0,5,2
ESPORTSTMNT03_3194574,LCS,Team Liquid,Evil Geniuses,"Renekton,Maokai,Tristana,Ashe,Heimerdinger","Jax,Viego,Sylas,Kai'Sa,Rell","Summit,Pyosik,APA,Yeon,CoreJJ","Revenge,Sheiden,Jojopyun,UNF0RGIVEN,Eyla",blue,14.9998,15.66475,0,red,29.66303333333333,20.83216666666667,0,3,2
ESPORTSTMNT03_3187024,LCS,Evil Geniuses,FlyQuest,"K'Sante,Maokai,Tristana,Xayah,Nautilus","Rumble,Rell,Jayce,Kai'Sa,Alistar","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla","Impact,Spica,VicLa,Prince,Vulcan",red,22.66505,10.157350000000001,0,red,,13.665866666666666,0,1,4
ESPORTSTMNT03_3174792,LCS,Dignitas,Evil Geniuses,"Malphite,Poppy,Tristana,Ziggs,Nautilus","Rumble,Ivern,Jayce,Xayah,Rell","Rich,Santorin,Jensen,Tomo,Diamond","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla",red,18.166099999999997,12.665983333333333,0,red,25.16646666666667,22.99905,0,1,4
ESPORTSTMNT03_3178517,LCS,NRG,Evil Geniuses,"Renekton,Sejuani,LeBlanc,Jinx,Rell","K'Sante,Poppy,Azir,Xayah,Nautilus","Dhokla,Contractz,Palafox,FBI,Ignar","Revenge,Armao,Jojopyun,UNF0RGIVEN,Eyla",blue,13.825716666666667,18.489233333333335,0,blue,16.163333333333334,,0,2,2
ESPORTSTMNT03_3192370,LCS,Immortals,Evil Geniuses,"K'Sante,Nocturne,Veigar,Kai'Sa,Alistar","Gwen,Poppy,Ahri,Xayah,Rell","Solo,Kenvi,Bolulu,Tactical,Treatz","Revenge,Sheiden,Jojopyun,UNF0RGIVEN,Eyla",red,22.332333333333334,17.166066666666666,0,red,,20.9957,0,1,1
ESPORTSTMNT03_3194803,LCS,Evil Geniuses,TSM,"K'Sante,Ivern,Tristana,Kai'Sa,Amumu","Kennen,Sejuani,Jayce,Zeri,Rakan","Revenge,Sheiden,Jojopyun,UNF0RGIVEN,Eyla","Hauntzer,Bugi,Insanity,WildTurtle,Chime",red,22.49863333333333,18.99188333333333,0,blue,25.49951666666667,,0,0,2
ESPORTSTMNT03_3194258,LCS,Golden Guardians,Team Liquid,"Jax,Viego,Azir,Ashe,Rell","Rumble,Vi,Viktor,Aphelios,Thresh","Licorice,River,Gori,Stixxay,huhi","Summit,Pyosik,APA,Yeon,CoreJJ",blue,18.161516666666667,23.830466666666666,0,blue,21.825466666666667,,0,2,0
ESPORTSTMNT03_3177113,LCS,FlyQuest,Golden Guardians,"Renekton,Sejuani,Azir,Xayah,Milio","K'Sante,Kindred,Sylas,Aphelios,Nautilus","Impact,Spica,VicLa,Prince,Vulcan","Licorice,River,Gori,Stixxay,huhi",red,27.3215,17.323483333333336,0,red,31.4924,24.49751666666667,0,0,2
ESPORTSTMNT03_3192696,LCS,Golden Guardians,Dignitas,"Jax,Kindred,Taliyah,Kai'Sa,Rakan","K'Sante,Sejuani,Azir,Varus,Rell","Licorice,River,Gori,Stixxay,huhi","Rich,Santorin,Jensen,Tomo,Poome",blue,12.165233333333333,16.49298333333333,0,blue,17.830733333333335,,0,4,2
ESPORTSTMNT03_3187394,LCS,Golden Guardians,NRG,"Jax,Nautilus,Yone,Kai'Sa,Leona","Gangplank,Poppy,Azir,Xayah,Alistar","Licorice,River,Gori,Stixxay,huhi","Dhokla,Contractz,Palafox,FBI,Ignar",red,17.332666666666668,16.829166666666666,0,blue,28.153599999999997,28.653783333333333,0,1,3
ESPORTSTMNT03_3186086,LCS,Immortals,Golden Guardians,"Poppy,Nautilus,Ziggs,Jinx,Rell","Jax,Maokai,Azir,Aphelios,Renata Glasc","Solo,Kenvi,Bolulu,Tactical,Treatz","Licorice,River,Gori,Stixxay,huhi",red,13.994766666666667,12.16375,0,blue,24.33185,24.4952,1,3,1
ESPORTSTMNT03_3178575,LCS,TSM,Golden Guardians,"Renekton,Maokai,Tristana,Jinx,Braum","K'Sante,Poppy,Sylas,Ashe,Zac","Hauntzer,Bugi,Insanity,WildTurtle,Chime","Licorice,River,Gori,Stixxay,huhi",blue,15.998416666666666,17.997466666666664,0,blue,26.49996666666667,,0,3,2
ESPORTSTMNT03_3187350,LCS,Team Liquid,FlyQuest,"Gnar,Lee Sin,Neeko,Kai'Sa,Rakan","Rumble,Rell,Yone,Ashe,Alistar","Summit,Pyosik,APA,Yeon,CoreJJ","Impact,Spica,VicLa,Prince,Vulcan",red,20.161833333333334,14.326933333333333,0,red,23.499683333333333,23.3323,0,1,1
ESPORTSTMNT03_3193869,LCS,Team Liquid,Dignitas,"Ornn,Lee Sin,Ziggs,Tristana,Nautilus","Renekton,Ivern,Azir,Kai'Sa,Alistar","Summit,Pyosik,APA,Yeon,CoreJJ","Rich,Santorin,Jensen,Tomo,Poome",blue,17.66535,17.827749999999998,1,blue,27.9932,,0,0,0
ESPORTSTMNT03_3174818,LCS,NRG,Team Liquid,"K'Sante,Poppy,Azir,Jinx,Milio","Fiora,Sejuani,Akali,Aphelios,Rakan","Dhokla,Contractz,Palafox,FBI,Ignar","Summit,Pyosik,Haeri,Yeon,CoreJJ",blue,12.4975,19.33216666666667,0,red,29.49726666666667,26.160233333333334,0,3,2
ESPORTSTMNT03_3179181,LCS,Team Liquid,Immortals,"Rumble,Nautilus,Tristana,Ashe,Milio","Renekton,Maokai,Zoe,Ezreal,Karma","Summit,Pyosik,APA,Yeon,CoreJJ","Solo,Kenvi,Bolulu,Tactical,Treatz",blue,18.158783333333336,,0,blue,20.496466666666667,,0,2,0
ESPORTSTMNT03_3188009,LCS,Team Liquid,TSM,"LeBlanc,Poppy,Cassiopeia,Aphelios,Rell","Ornn,Nocturne,Kai'Sa,Ashe,Rakan","Summit,Pyosik,APA,Yeon,CoreJJ","Hauntzer,Bugi,Insanity,WildTurtle,Chime",blue,12.162233333333335,16.995733333333334,0,blue,25.6646,25.829316666666667,1,3,3
