game_id,tournament,year,blue_team,red_team,blue_picks,red_picks,blue_players,red_players,blue_pc_avg,red_pc_avg,first_to_five,blue_time,red_time
ESPORTSTMNT04_2663029,LCK,2023,Nongshim RedForce,HANJIN BRION,"Zeri,Vi,Akali,Lulu,Renekton","Lucian,Maokai,Azir,Nami,Fiora","vital,Sylvie,FIESTA,Peter,DnDn","Hena,UmTi,Karis,Effort,Morgan",0.2202,0.4623,red,20.0,20.0
ESPORTSTMNT04_2663131,LCK,2023,T1,KT Rolster,"Varus,Sejuani,Kassadin,Ashe,Renekton","Zeri,Wukong,Ryze,Heimerdinger,K'Sante","Gumayusi,Oner,Faker,Keria,Zeus","Aiming,Cuzz,Bdd,Lehends,Kiin",0.6892,0.507,blue,20.0,20.0
ESPORTSTMNT04_2663182,LCK,2023,DRX,Gen.G,"Lucian,Sejuani,Sylas,Nami,Camille","Zeri,Wukong,Akali,Yuumi,K'Sante","deokdam,Croco,FATE,BeryL,Rascal","Peyz,Peanut,Chovy,Delight,Doran",0.2349,0.733,red,20.0,20.0
ESPORTSTMNT04_2663193,LCK,2023,DN SOOPers,HANJIN BRION,"Zeri,Sejuani,Viktor,Yuumi,K'Sante","Lucian,Maokai,Syndra,Nami,Gnar","Taeyoon,YoungJae,BuLLDoG,Moham,DuDu","Hena,UmTi,Karis,Effort,Morgan",0.3144,0.3834,red,20.0,20.0
ESPORTSTMNT04_2663232,LCK,2023,KT Rolster,Nongshim RedForce,"Zeri,Sejuani,Yone,Lulu,Jax","Sivir,Wukong,Kassadin,Yuumi,K'Sante","Aiming,Cuzz,Bdd,Lehends,Kiin","vital,Sylvie,FIESTA,Peter,DnDn",0.6436,0.28,blue,20.0,20.0
ESPORTSTMNT04_2663772,LEC,2023,Team Vitality,Team Heretics,"Caitlyn,Wukong,Kassadin,Lux,Jax","Zeri,Vi,Viktor,Nautilus,K'Sante","Neon,Bo,Perkz,Kaiser,Photon","Jackspektra,Jankos,Ruby,Mersa,Evi",0.4143,0.4432,red,20.0,15.0
ESPORTSTMNT04_2663877,LEC,2023,MAD Lions KOI,Astralis,"Aphelios,Sejuani,Azir,Thresh,K'Sante","Cassiopeia,Vi,Karma,Twitch,Jax","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","Kobbe,113,Dajor,Execute,Finn",0.5031,0.1476,blue,15.0,20.0
ESPORTSTMNT04_2663880,LEC,2023,G2 Esports,Team BDS,"Kai'Sa,Lillia,Jayce,Nautilus,Jax","Zeri,Sejuani,Ryze,Alistar,Garen","Hans Sama,Yike,Caps,Mikyx,BrokenBlade","Crownie,Sheo,nuc,Labrov,Adam",0.7058,0.5199,red,20.0,20.0
ESPORTSTMNT04_2663886,LEC,2023,Team BDS,G2 Esports,"Zeri,Elise,Azir,Lulu,Olaf","Xayah,Bel'Veth,Sylas,Nautilus,Jax","Crownie,Sheo,nuc,Labrov,Adam","Hans Sama,Yike,Caps,Mikyx,BrokenBlade",0.6761,0.5782,blue,20.0,20.0
ESPORTSTMNT04_2663888,LEC,2023,G2 Esports,Team BDS,"Varus,Lillia,Jayce,Leona,Jax","Caitlyn,Sejuani,Ryze,Karma,Renekton","Hans Sama,Yike,Caps,Mikyx,BrokenBlade","Crownie,Sheo,nuc,Labrov,Adam",0.7644,0.4481,blue,10.0,20.0
ESPORTSTMNT04_2664031,LCK,2023,DN SOOPers,Hanwha Life Esports,"Varus,Sejuani,Viktor,Karma,Fiora","Lucian,Maokai,Akali,Nami,Gnar","Taeyoon,YoungJae,BuLLDoG,Jun,DuDu","Viper,Clid,Zeka,Life,Kingen",0.2619,0.6501,blue,20.0,20.0
ESPORTSTMNT04_2664115,LCK,2023,T1,KT Rolster,"Sivir,Vi,Orianna,Yuumi,K'Sante","Lucian,Wukong,Karma,Nami,Gnar","Gumayusi,Oner,Faker,Keria,Zeus","Aiming,Cuzz,Bdd,Lehends,Kiin",0.717,0.4796,blue,20.0,20.0
ESPORTSTMNT04_2664117,LCK,2023,Dplus Kia,Liiv SANDBOX,"Lucian,Maokai,Azir,Nami,Renekton","Zeri,Vi,Ahri,Lulu,K'Sante","Deft,Canyon,ShowMaker,Kellin,Canna","Envyy,Willer,Clozer,Kael,Burdol",0.6745,0.3396,blue,10.0,20.0
ESPORTSTMNT04_2664153,LCK,2023,Gen.G,DRX,"Jhin,Maokai,Sylas,Karma,Renekton","Varus,Vi,Viktor,Soraka,Fiora","Peyz,Peanut,Chovy,Delight,Doran","deokdam,Croco,FATE,BeryL,Rascal",0.6793,0.1353,blue,20.0,20.0
ESPORTSTMNT04_2664171,LCK,2023,DN SOOPers,HANJIN BRION,"Zeri,Sejuani,Sylas,Yuumi,Jax","Lucian,Maokai,Syndra,Nami,Gnar","Taeyoon,YoungJae,BuLLDoG,Moham,DuDu","Hena,UmTi,Karis,Effort,Morgan",0.2698,0.3834,red,20.0,20.0
ESPORTSTMNT04_2664180,LCK,2023,Hanwha Life Esports,Liiv SANDBOX,"Zeri,Sejuani,Azir,Heimerdinger,Jax","Ezreal,Wukong,Akali,Karma,K'Sante","Viper,Clid,Zeka,Life,Kingen","Envyy,Willer,Clozer,Kael,Burdol",0.4574,0.3569,red,20.0,20.0
ESPORTSTMNT04_2664200,LCK,2023,Hanwha Life Esports,Liiv SANDBOX,"Ezreal,Sejuani,Azir,Heimerdinger,Renekton","Varus,Wukong,Sylas,Karma,Gnar","Viper,Clid,Zeka,Life,Kingen","Envyy,Willer,Clozer,Kael,Burdol",0.5428,0.5455,red,20.0,20.0
ESPORTSTMNT04_2664219,LCK,2023,KT Rolster,Nongshim RedForce,"Ezreal,Zac,Ryze,Karma,Renekton","Varus,Sejuani,Syndra,Heimerdinger,Jax","Aiming,Cuzz,Bdd,Lehends,Kiin","vital,Sylvie,FIESTA,Peter,DnDn",0.5741,0.1252,blue,20.0,20.0
ESPORTSTMNT04_2664764,LEC,2023,Team Vitality,Team Heretics,"Ezreal,Kindred,Syndra,Karma,Sion","Caitlyn,Wukong,Azir,Varus,K'Sante","Neon,Bo,Perkz,Kaiser,Photon","Jackspektra,Jankos,Ruby,Mersa,Evi",0.8,0.1927,blue,20.0,20.0
ESPORTSTMNT04_2664773,LEC,2023,Team Vitality,Team Heretics,"Sivir,Kindred,Azir,Renata Glasc,Gragas","Zeri,Vi,Syndra,Soraka,Jax","Neon,Bo,Perkz,Kaiser,Photon","Jackspektra,Jankos,Ruby,Mersa,Evi",0.6606,0.2071,red,20.0,15.0
ESPORTSTMNT04_2664781,LEC,2023,SK Gaming,KOI,"Caitlyn,Amumu,Azir,Lux,Sion","Lucian,Sejuani,Sylas,Nami,Aatrox","3XA,Markoon,Sertuss,Doss,Irrelevant","Comp,Malrang,Larssen,Trymbi,Szygenda",0.3267,0.3475,red,20.0,15.0
ESPORTSTMNT04_2664918,LEC,2023,MAD Lions KOI,G2 Esports,"Zeri,Sejuani,Viktor,Lulu,K'Sante","Draven,Lillia,Tristana,Rakan,Olaf","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","Hans Sama,Yike,Caps,Mikyx,BrokenBlade",0.4544,0.7423,red,20.0,15.0
ESPORTSTMNT04_2664924,LEC,2023,G2 Esports,MAD Lions KOI,"Draven,Maokai,Kassadin,Soraka,Jax","Ezreal,Sejuani,Sylas,Leona,Jayce","Hans Sama,Yike,Caps,Mikyx,BrokenBlade","Carzzy,Elyoya,Nisqy,Hylissang,Chasy",0.7706,0.4072,red,20.0,15.0
ESPORTSTMNT04_2665017,LCK,2023,DN SOOPers,Hanwha Life Esports,"Ashe,Sejuani,Taliyah,Heimerdinger,Aatrox","Varus,Maokai,Sylas,Jhin,Gnar","Taeyoon,YoungJae,BuLLDoG,Jun,DuDu","Viper,Clid,Zeka,Life,Kingen",0.2955,0.7275,blue,15.0,20.0
ESPORTSTMNT04_2665040,LCK,2023,HANJIN BRION,Nongshim RedForce,"Lucian,Sejuani,Ryze,Nami,Renekton","Zeri,Viego,Viktor,Lulu,Gragas","Hena,UmTi,Karis,Effort,Morgan","vital,Sylvie,FIESTA,Peter,DnDn",0.43,0.1775,red,20.0,20.0
ESPORTSTMNT04_2665115,LCK,2023,T1,KT Rolster,"Sivir,Vi,Galio,Yuumi,Gnar","Zeri,Wukong,Syndra,Lulu,Jax","Gumayusi,Oner,Faker,Keria,Zeus","Aiming,Cuzz,Bdd,Lehends,Kiin",0.6577,0.6377,red,20.0,20.0
ESPORTSTMNT04_2665143,LCK,2023,Dplus Kia,Liiv SANDBOX,"Lucian,Maokai,LeBlanc,Nami,Gnar","Zeri,Vi,Azir,Lulu,Fiora","Deft,Canyon,ShowMaker,Kellin,Canna","Envyy,Willer,Clozer,Kael,Burdol",0.6676,0.3675,blue,20.0,20.0
ESPORTSTMNT04_2665186,LCK,2023,HANJIN BRION,DN SOOPers,"Lucian,Lillia,Azir,Nami,Renekton","Zeri,Wukong,Karma,Lulu,Gnar","Hena,UmTi,Karis,Effort,Morgan","Taeyoon,YoungJae,BuLLDoG,Moham,DuDu",0.4811,0.303,blue,20.0,20.0
ESPORTSTMNT04_2665208,LCK,2023,Hanwha Life Esports,Liiv SANDBOX,"Zeri,Vi,Sylas,Lulu,K'Sante","Varus,Sejuani,Akali,Heimerdinger,Fiora","Viper,Clid,Zeka,Life,Kingen","Envyy,Willer,Clozer,Kael,Burdol",0.5601,0.4585,blue,20.0,20.0
ESPORTSTMNT04_2665209,LCK,2023,KT Rolster,Nongshim RedForce,"Lucian,Sejuani,Syndra,Nami,Urgot","Zeri,Wukong,Sylas,Yuumi,K'Sante","Aiming,Cuzz,Bdd,Lehends,Kiin","vital,Sylvie,FIESTA,Peter,DnDn",0.458,0.2975,red,20.0,20.0
ESPORTSTMNT04_2665780,LEC,2023,KOI,SK Gaming,"Sivir,Sejuani,Sylas,Karma,Gnar","Xayah,Maokai,Jayce,Nautilus,Renekton","Comp,Malrang,Larssen,Trymbi,Szygenda","3XA,Markoon,Sertuss,Doss,Irrelevant",0.4826,0.2058,blue,15.0,20.0
ESPORTSTMNT04_2665863,LEC,2023,MAD Lions KOI,Astralis,"Lucian,Maokai,Azir,Nami,K'Sante","Ezreal,Vi,Ryze,Karma,Jax","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","Kobbe,113,Dajor,Execute,Finn",0.4134,0.3476,blue,20.0,20.0
ESPORTSTMNT04_2665869,LEC,2023,Astralis,MAD Lions KOI,"Lucian,Jarvan IV,Sylas,Nami,Jax","Draven,Vi,Ryze,Ashe,Gragas","Kobbe,113,Dajor,Execute,Finn","Carzzy,Elyoya,Nisqy,Hylissang,Chasy",0.481,0.3082,blue,10.0,15.0
ESPORTSTMNT04_2665906,LEC,2023,Team Vitality,KOI,"Sivir,Sejuani,Jayce,Lulu,Gwen","Zeri,Vi,Orianna,Soraka,K'Sante","Neon,Bo,Perkz,Kaiser,Photon","Comp,Malrang,Larssen,Trymbi,Szygenda",0.2833,0.4212,blue,20.0,20.0
ESPORTSTMNT04_2665931,LEC,2023,KOI,Team Vitality,"Sivir,Xin Zhao,Azir,Ashe,K'Sante","Xayah,Nidalee,Yone,Nautilus,Olaf","Comp,Malrang,Larssen,Trymbi,Szygenda","Neon,Bo,Perkz,Kaiser,Photon",0.4157,0.2727,blue,10.0,20.0
ESPORTSTMNT04_2666149,LEC,2023,Team Heretics,SK Gaming,"Lucian,Kindred,Azir,Nami,K'Sante","Zeri,Vi,Taliyah,Lulu,Gnar","Jackspektra,Jankos,Ruby,Mersa,Evi","3XA,Markoon,Sertuss,Doss,Irrelevant",0.22,0.5623,blue,20.0,20.0
ESPORTSTMNT04_2666152,LEC,2023,Team BDS,Astralis,"Ezreal,Elise,Kassadin,Karma,Olaf","Caitlyn,Sejuani,Sylas,Lux,Sion","Crownie,Sheo,nuc,Labrov,Adam","Kobbe,113,Dajor,Execute,Finn",0.6028,0.2525,red,20.0,20.0
ESPORTSTMNT04_2666160,LEC,2023,Astralis,Team BDS,"Varus,Maokai,Viktor,Ashe,Gnar","Ezreal,Wukong,Kassadin,Karma,Renekton","Kobbe,113,Dajor,Execute,Finn","Crownie,Sheo,nuc,Labrov,Adam",0.8133,0.4575,red,20.0,20.0
ESPORTSTMNT04_2666184,LEC,2023,MAD Lions KOI,Astralis,"Varus,Maokai,Jayce,Nautilus,Gnar","Lucian,Vi,Ahri,Nami,Gangplank","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","Kobbe,113,Dajor,Execute,Finn",0.4773,0.3667,blue,15.0,20.0
ESPORTSTMNT04_2666227,LEC,2023,KOI,G2 Esports,"Sivir,Sejuani,Azir,Heimerdinger,Gnar","Kalista,Lillia,Tristana,Nautilus,Olaf","Comp,Malrang,Larssen,Trymbi,Szygenda","Hans Sama,Yike,Caps,Mikyx,BrokenBlade",0.4804,0.7213,blue,10.0,20.0
ESPORTSTMNT04_2666251,LEC,2023,SK Gaming,MAD Lions KOI,"Zeri,Sejuani,Akali,Lulu,Gnar","Lucian,Vi,Kassadin,Nami,K'Sante","3XA,Markoon,Sertuss,Doss,Irrelevant","Carzzy,Elyoya,Nisqy,Hylissang,Chasy",0.5929,0.3165,blue,20.0,20.0
ESPORTSTMNT04_2666269,LEC,2023,KOI,MAD Lions KOI,"Kalista,Elise,Tristana,Leona,K'Sante","Varus,Gragas,Yasuo,Karma,Sion","Comp,Malrang,Larssen,Trymbi,Szygenda","Carzzy,Elyoya,Nisqy,Hylissang,Chasy",0.351,0.2532,blue,10.0,15.0
ESPORTSTMNT04_2666274,LEC,2023,MAD Lions KOI,KOI,"Aphelios,Vi,Gragas,Thresh,Jayce","Varus,Wukong,Sylas,Heimerdinger,Ornn","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","Comp,Malrang,Larssen,Trymbi,Szygenda",0.5553,0.3532,blue,20.0,20.0
ESPORTSTMNT04_2666276,LEC,2023,KOI,MAD Lions KOI,"Varus,Elise,Tristana,Janna,K'Sante","Aphelios,Sejuani,Sylas,Rell,Gnar","Comp,Malrang,Larssen,Trymbi,Szygenda","Carzzy,Elyoya,Nisqy,Hylissang,Chasy",0.2117,0.4593,blue,15.0,20.0
ESPORTSTMNT04_2666301,LEC,2023,MAD Lions KOI,G2 Esports,"Zeri,Wukong,Gragas,Yuumi,Jayce","Sivir,Vi,Taliyah,Heimerdinger,Olaf","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","Hans Sama,Yike,Caps,Mikyx,BrokenBlade",0.5387,0.7393,blue,10.0,15.0
ESPORTSTMNT04_2667146,LEC,2023,Team BDS,Astralis,"Ezreal,Wukong,Azir,Karma,Olaf","Varus,Sejuani,Akali,Nautilus,Kled","Crownie,Sheo,nuc,Labrov,Adam","Kobbe,113,Dajor,Execute,Finn",0.4697,0.6425,red,20.0,10.0
ESPORTSTMNT04_2667175,LEC,2023,Astralis,MAD Lions KOI,"Lucian,Trundle,Sylas,Nami,Gwen","Varus,Vi,Zoe,Nautilus,Fiora","Kobbe,113,Dajor,Execute,Finn","Carzzy,Elyoya,Nisqy,Hylissang,Chasy",0.4333,0.5722,red,20.0,15.0
ESPORTSTMNT04_2667200,LEC,2023,G2 Esports,KOI,"Miss Fortune,Maokai,Jayce,Nautilus,Gragas","Lucian,Sejuani,Viktor,Nami,Gnar","Hans Sama,Yike,Caps,Mikyx,BrokenBlade","Comp,Malrang,Larssen,Trymbi,Szygenda",0.7117,0.3472,red,20.0,15.0
ESPORTSTMNT04_2667209,LEC,2023,KOI,G2 Esports,"Lucian,Elise,Jayce,Nami,K'Sante","Varus,Bel'Veth,Sejuani,Heimerdinger,Olaf","Comp,Malrang,Larssen,Trymbi,Szygenda","Hans Sama,Yike,Caps,Mikyx,BrokenBlade",0.2117,0.7542,red,20.0,10.0
ESPORTSTMNT04_2667226,LEC,2023,MAD Lions KOI,SK Gaming,"Sivir,Elise,Zoe,Karma,K'Sante","Varus,Gragas,Jayce,Soraka,Gnar","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","3XA,Markoon,Sertuss,Doss,Irrelevant",0.56,0.2857,red,20.0,20.0
ESPORTSTMNT04_2667238,LEC,2023,MAD Lions KOI,SK Gaming,"Draven,Vi,Gragas,Nautilus,Jayce","Lucian,Wukong,Azir,Nami,Ornn","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","3XA,Markoon,Sertuss,Doss,Irrelevant",0.5193,0.2433,blue,15.0,20.0
ESPORTSTMNT04_2667240,LEC,2023,SK Gaming,MAD Lions KOI,"Aphelios,Elise,Azir,Lulu,Sion","Lucian,Gragas,Viktor,Nami,K'Sante","3XA,Markoon,Sertuss,Doss,Irrelevant","Carzzy,Elyoya,Nisqy,Hylissang,Chasy",0.4746,0.3116,red,20.0,15.0
ESPORTSTMNT04_2667243,LEC,2023,MAD Lions KOI,SK Gaming,"Tristana,Elise,Gragas,Rell,Jayce","Lucian,Sejuani,Zoe,Nami,Renekton","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","3XA,Markoon,Sertuss,Doss,Irrelevant",0.6828,0.2356,blue,10.0,20.0
ESPORTSTMNT04_2667287,LEC,2023,MAD Lions KOI,G2 Esports,"Varus,Sejuani,Cassiopeia,Braum,Fiora","Samira,Gragas,Kled,Jarvan IV,Jax","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","Hans Sama,Yike,Caps,Mikyx,BrokenBlade",0.4643,0.7471,red,15.0,10.0
ESPORTSTMNT04_2668106,LEC,2023,SK Gaming,Team Heretics,"Zeri,Sejuani,Sylas,Lulu,Gnar","Lucian,Graves,Azir,Nami,Jax","3XA,Markoon,Sertuss,Doss,Irrelevant","Jackspektra,Jankos,Ruby,Mersa,Evi",0.5529,0.29,red,20.0,20.0
ESPORTSTMNT04_2668132,LEC,2023,Team Vitality,SK Gaming,"Varus,Elise,Sylas,Alistar,Gangplank","Zeri,Maokai,Cassiopeia,Lulu,Jax","Neon,Bo,Perkz,Kaiser,Photon","3XA,Markoon,Sertuss,Doss,Irrelevant",0.2,0.475,blue,10.0,20.0
ESPORTSTMNT04_2668137,LEC,2023,Team Vitality,SK Gaming,"Zeri,Karthus,Tristana,Leona,K'Sante","Draven,Vi,Ahri,Rakan,Jax","Neon,Bo,Perkz,Kaiser,Photon","3XA,Markoon,Sertuss,Doss,Irrelevant",0.3083,0.4686,red,20.0,15.0
ESPORTSTMNT04_2668184,LEC,2023,G2 Esports,KOI,"Sivir,Maokai,Tristana,Karma,Olaf","Varus,Vi,Ahri,Kalista,Gnar","Hans Sama,Yike,Caps,Mikyx,BrokenBlade","Comp,Malrang,Larssen,Trymbi,Szygenda",0.7552,0.3126,blue,10.0,15.0
ESPORTSTMNT04_2668240,LEC,2023,KOI,MAD Lions KOI,"Ezreal,Xin Zhao,Azir,Karma,Gnar","Aphelios,Vi,Gragas,Nautilus,Irelia","Comp,Malrang,Larssen,Trymbi,Szygenda","Carzzy,Elyoya,Nisqy,Hylissang,Chasy",0.3632,0.5614,red,15.0,10.0
ESPORTSTMNT04_2668245,LEC,2023,G2 Esports,MAD Lions KOI,"Varus,Maokai,Cassiopeia,Heimerdinger,Kled","Sivir,Gragas,Viktor,Ashe,Jayce","Hans Sama,Yike,Caps,Mikyx,BrokenBlade","Carzzy,Elyoya,Nisqy,Hylissang,Chasy",0.7177,0.3736,blue,15.0,20.0
ESPORTSTMNT04_2673497,MSI,2023,Golden Guardians,GAM Esports,"Zeri,Viego,Ahri,Sett,Poppy","Xayah,Gragas,Tristana,Nautilus,Gwen","Stixxay,River,Gori,huhi,Licorice","Sty1e,Levi,Kati,Zin,Kiaya",0.6524,0.1333,blue,15.0,20.0
ESPORTSTMNT04_2673551,MSI,2023,Bilibili Gaming,Golden Guardians,"Aphelios,Vi,Ahri,Rakan,Gnar","Jinx,Kindred,Lissandra,Renata Glasc,Malphite","Elk,Xun,Yagao,ON,Bin","Stixxay,River,Gori,huhi,Licorice",0.6112,0.38,blue,15.0,20.0
ESPORTSTMNT04_2673610,MSI,2023,LOUD,DetonatioN FocusMe,"Aphelios,Maokai,Swain,Leona,Gnar","Jinx,Nidalee,Ahri,Lulu,Sion","Route,Croc,tinowns,Ceos,Robo","Yutapon,Steal,Aria,Harp,tol2",0.6805,0.0,red,20.0,20.0
ESPORTSTMNT04_2673677,MSI,2023,Golden Guardians,Movistar R7,"Lucian,Nocturne,Taliyah,Nami,K'Sante","Aphelios,Maokai,Jayce,Lulu,Malphite","Stixxay,River,Gori,huhi,Licorice","ceo,Oddielan,Mireu,Lyonz,Bong",0.5149,0.34,blue,15.0,20.0
ESPORTSTMNT04_2673828,MSI,2023,Gen.G,G2 Esports,"Aphelios,Vi,Ahri,Leona,Fiora","Draven,Nidalee,Lissandra,Braum,Darius","Peyz,Peanut,Chovy,Delight,Doran","Hans Sama,Yike,Caps,Mikyx,BrokenBlade",0.6794,0.5151,red,20.0,20.0
ESPORTSTMNT04_2673879,MSI,2023,MAD Lions KOI,T1,"Ezreal,Lee Sin,Twisted Fate,Annie,K'Sante","Jinx,Maokai,Ahri,Tahm Kench,Sion","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","Gumayusi,Oner,Faker,Keria,Zeus",0.4469,0.6189,red,20.0,10.0
ESPORTSTMNT04_2673895,MSI,2023,Cloud9,Bilibili Gaming,"Xayah,Nocturne,Sylas,Rakan,Kennen","Lucian,Vi,Taliyah,Nami,Gnar","Berserker,Blaber,EMENES,Zven,Fudge","Elk,Xun,Yagao,ON,Bin",0.5163,0.6627,blue,10.0,20.0
ESPORTSTMNT04_2673966,MSI,2023,Gen.G,T1,"Aphelios,Wukong,Ahri,Rakan,Gwen","Jinx,Poppy,Annie,Tahm Kench,Sion","Peyz,Peanut,Chovy,Delight,Doran","Gumayusi,Oner,Faker,Keria,Zeus",0.6685,0.7117,red,20.0,15.0
ESPORTSTMNT04_2673984,MSI,2023,T1,Gen.G,"Xayah,Rumble,K'Sante,Rakan,Gragas","Aphelios,Poppy,Ahri,Alistar,Gwen","Gumayusi,Oner,Faker,Keria,Zeus","Peyz,Peanut,Chovy,Delight,Doran",0.7697,0.6884,blue,20.0,20.0
ESPORTSTMNT04_2674408,MSI,2023,PSG Talon,DetonatioN FocusMe,"Aphelios,Vi,Ahri,Nautilus,K'Sante","Jinx,Wukong,Annie,Thresh,Malphite","Wako,JunJia,Uniboy,Woody,Azhi","Yutapon,Steal,Aria,Harp,tol2",0.4886,0.0,blue,15.0,20.0
ESPORTSTMNT04_2674421,MSI,2023,DetonatioN FocusMe,PSG Talon,"Zeri,Wukong,Ahri,Renata Glasc,K'Sante","Aphelios,Viego,Lissandra,Blitzcrank,Gragas","Yutapon,Steal,Aria,Harp,tol2","Wako,JunJia,Uniboy,Woody,Azhi",0.0,0.745,blue,15.0,20.0
ESPORTSTMNT04_2674432,MSI,2023,G2 Esports,LOUD,"Jinx,Nidalee,Nautilus,Lulu,Poppy","Aphelios,Wukong,Lissandra,Tahm Kench,Jax","Hans Sama,Yike,Caps,Mikyx,BrokenBlade","Route,Croc,tinowns,Ceos,Robo",0.645,0.6367,blue,10.0,20.0
ESPORTSTMNT04_2674502,MSI,2023,GAM Esports,Golden Guardians,"Zeri,Wukong,Orianna,Braum,Fiora","Tristana,Viego,LeBlanc,Amumu,Renekton","Sty1e,Levi,Kati,Zin,Kiaya","Stixxay,River,Gori,huhi,Licorice",0.2262,0.5426,red,20.0,15.0
ESPORTSTMNT04_2674557,MSI,2023,Bilibili Gaming,Golden Guardians,"Jinx,Vi,Ahri,Lulu,Gnar","Xayah,Gragas,Yasuo,Rakan,K'Sante","Elk,Xun,Yagao,ON,Bin","Stixxay,River,Gori,huhi,Licorice",0.6238,0.6751,blue,10.0,15.0
ESPORTSTMNT04_2674560,MSI,2023,Bilibili Gaming,Golden Guardians,"Xayah,Vi,Syndra,Rakan,Sion","Jinx,Jarvan IV,LeBlanc,Morgana,Poppy","Elk,Xun,Yagao,ON,Bin","Stixxay,River,Gori,huhi,Licorice",0.6001,0.3266,blue,15.0,20.0
ESPORTSTMNT04_2674592,MSI,2023,GAM Esports,Movistar R7,"Zeri,Wukong,Lissandra,Rakan,Jax","Xayah,Viego,Sylas,Leona,K'Sante","Sty1e,Levi,Kati,Zin,Kiaya","ceo,Oddielan,Mireu,Lyonz,Bong",0.4395,0.4102,red,15.0,10.0
ESPORTSTMNT04_2674620,MSI,2023,DetonatioN FocusMe,LOUD,"Jinx,Viego,Sylas,Leona,Gragas","Aphelios,Maokai,Cassiopeia,Thresh,Gnar","Yutapon,Steal,Aria,Harp,tol2","Route,Croc,tinowns,Ceos,Robo",0.0,0.6762,blue,20.0,20.0
ESPORTSTMNT04_2674680,MSI,2023,PSG Talon,LOUD,"Aphelios,Sejuani,Tristana,Thresh,Kennen","Zeri,Wukong,Cassiopeia,Rakan,Ryze","Wako,JunJia,Uniboy,Woody,Azhi","Route,Croc,tinowns,Ceos,Robo",0.7183,0.4124,blue,15.0,20.0
ESPORTSTMNT04_2674687,MSI,2023,LOUD,PSG Talon,"Zeri,Viego,Annie,Nautilus,Malphite","Aphelios,Kindred,Galio,Thresh,K'Sante","Route,Croc,tinowns,Ceos,Robo","Wako,JunJia,Uniboy,Woody,Azhi",0.3676,0.5977,red,15.0,10.0
ESPORTSTMNT04_2674827,MSI,2023,G2 Esports,Gen.G,"Jinx,Viego,Annie,Thresh,Kennen","Aphelios,Maokai,Lissandra,Blitzcrank,Tristana","Hans Sama,Yike,Caps,Mikyx,BrokenBlade","Peyz,Peanut,Chovy,Delight,Doran",0.6927,0.7876,red,20.0,10.0
ESPORTSTMNT04_2674828,MSI,2023,G2 Esports,Gen.G,"Xayah,Poppy,Annie,Rakan,Kennen","Zeri,Nidalee,K'Sante,Rell,Malphite","Hans Sama,Yike,Caps,Mikyx,BrokenBlade","Peyz,Peanut,Chovy,Delight,Doran",0.6227,0.5031,blue,20.0,20.0
ESPORTSTMNT04_2674856,MSI,2023,MAD Lions KOI,T1,"Xayah,Lee Sin,Annie,Pyke,Kennen","Aphelios,Kha'Zix,Nautilus,Lulu,K'Sante","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","Gumayusi,Oner,Faker,Keria,Zeus",0.5208,0.4856,blue,10.0,15.0
ESPORTSTMNT04_2674867,MSI,2023,MAD Lions KOI,T1,"Xayah,Lee Sin,Lissandra,Rell,Kennen","Aphelios,Maokai,K'Sante,Lulu,Karma","Carzzy,Elyoya,Nisqy,Hylissang,Chasy","Gumayusi,Oner,Faker,Keria,Zeus",0.5333,0.6551,red,20.0,10.0
ESPORTSTMNT04_2674919,MSI,2023,JD Gaming,Golden Guardians,"Jinx,Maokai,Jayce,Braum,Gwen","Aphelios,Sejuani,Sion,Nautilus,Jax","Ruler,Kanavi,Knight,MISSING,369","Stixxay,River,Gori,huhi,Licorice",0.771,0.4192,blue,15.0,20.0
ESPORTSTMNT04_2674965,MSI,2023,Gen.G,T1,"Jinx,Viego,Aurelion Sol,Tahm Kench,Gragas","Aphelios,Nocturne,Annie,Blitzcrank,Sion","Peyz,Peanut,Chovy,Delight,Doran","Gumayusi,Oner,Faker,Keria,Zeus",0.556,0.67,blue,15.0,20.0
ESPORTSTMNT04_2674967,MSI,2023,T1,Gen.G,"Aphelios,Kha'Zix,Annie,Lulu,Sion","Jinx,Wukong,Rumble,Thresh,Gnar","Gumayusi,Oner,Faker,Keria,Zeus","Peyz,Peanut,Chovy,Delight,Doran",0.6084,0.7419,blue,10.0,20.0
ESPORTSTMNT04_2674968,MSI,2023,Gen.G,T1,"Jinx,Wukong,Lissandra,Rakan,Gragas","Aphelios,Nocturne,Ahri,Lulu,Ornn","Peyz,Peanut,Chovy,Delight,Doran","Gumayusi,Oner,Faker,Keria,Zeus",0.6602,0.5955,blue,15.0,20.0
