game_id,tournament,year,blue_team,red_team,blue_picks,red_picks,blue_players,red_players,first_to_five,blue_time,red_time,is_ambiguous,blue_kills10,red_kills10,blue_golddiff10,red_golddiff10,blue_fb,red_fb,blue_ckpm,red_ckpm
9691-9691_game_1,LPL,2023,FunPlus Phoenix,Team WE,"K'Sante,Vi,Akali,Caitlyn,Lux","Renekton,Maokai,Azir,Kalista,Nautilus","Xiaolaohu,Haoye,Care,Lwx,Lele","Biubiu,Heng,Shanks,Hope,Iwandy",red,30.0,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,0.719
9691-9691_game_2,LPL,2023,Team WE,FunPlus Phoenix,"Kennen,Poppy,Sylas,Sivir,Yuumi","Jax,Wukong,Kassadin,Zeri,Lulu","Biubiu,Heng,Shanks,Hope,Iwandy","Xiaolaohu,Haoye,Care,Lwx,Lele",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.7083,0.7083
9691-9691_game_3,LPL,2023,FunPlus Phoenix,Team WE,"Gwen,Wukong,Akali,Kalista,Heimerdinger","K'Sante,Vi,Syndra,Aphelios,Soraka","Xiaolaohu,Haoye,Care,Lwx,Lele","Biubiu,Heng,Shanks,Hope,Iwandy",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.6909,0.6909
9692-9692_game_1,LPL,2023,Anyone's Legend,Invictus Gaming,"Fiora,Graves,Syndra,Jhin,Heimerdinger","Camille,Viego,Ryze,Varus,Lux","Zdz,Xiaohao,Harder,Betty,SwordArt","YSKM,GIDEON,neny,Ahn,Wink",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.8689,0.8689
9692-9692_game_2,LPL,2023,Anyone's Legend,Invictus Gaming,"Camille,Graves,Galio,Varus,Renata Glasc","Fiora,Viego,Ryze,Draven,Blitzcrank","Zdz,Xiaohao,Harder,Betty,SwordArt","YSKM,GIDEON,neny,Ahn,Wink",red,30.0,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.3342,1.3342
9693-9693_game_1,LPL,2023,Bilibili Gaming,JD Gaming,"Gwen,Wukong,Ahri,Zeri,Lulu","Aatrox,Maokai,Akali,Sivir,Yuumi","Bin,Xun,Yagao,Elk,ON","369,Kanavi,Knight,Ruler,MISSING",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.9606,0.9606
9693-9693_game_2,LPL,2023,JD Gaming,Bilibili Gaming,"Kennen,Wukong,Lissandra,Zeri,Lulu","Gnar,Vi,Taliyah,Lucian,Nami","369,Kanavi,Knight,Ruler,MISSING","Bin,Xun,Yagao,Elk,ON",red,30.0,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.7014,0.7014
9693-9693_game_3,LPL,2023,JD Gaming,Bilibili Gaming,"Jayce,Sejuani,Syndra,Varus,Heimerdinger","Camille,Wukong,Ahri,Sivir,Ashe","369,Kanavi,Knight,Ruler,MISSING","Bin,Xun,Yagao,Elk,ON",red,30.0,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.8977,0.8977
9694-9694_game_1,LPL,2023,LGD Gaming,Rare Atom,"K'Sante,Skarner,Ryze,Zeri,Heimerdinger","Gwen,Viego,Syndra,Varus,Leona","Xiaoxu,Meteor,haichao,Lpc,Jinjiao","Cube,Leyan,Strive,Assum,Southwind",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.503,0.503
9694-9694_game_2,LPL,2023,Rare Atom,LGD Gaming,"Jax,Sejuani,Ryze,Zeri,Lulu","Aatrox,Nidalee,Renekton,Varus,Karma","Cube,Leyan,Strive,Assum,Southwind","Xiaoxu,Meteor,haichao,Lpc,Jinjiao",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.618,0.618
9694-9694_game_3,LPL,2023,LGD Gaming,Rare Atom,"Fiora,Zac,Ryze,Zeri,Heimerdinger","Jax,Vi,Syndra,Varus,Karma","Xiaoxu,Meteor,haichao,Lpc,Jinjiao","Cube,Leyan,Strive,Assum,Southwind",red,30.0,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5743,0.5743
9695-9695_game_1,LPL,2023,Royal Never Give Up,Oh My God,"Renekton,Graves,Galio,Zeri,Yuumi","Aatrox,Vi,Viktor,Lucian,Nami","Breathe,Wei,Tangyuan,GALA,Bunny","shanji,Aki,Creme,Able,Jerry",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.6826,0.6826
9696-9696_game_1,LPL,2023,Ultra Prime,Ninjas in Pyjamas,"K'Sante,Wukong,Syndra,Lucian,Nami","Gwen,Vi,Ryze,Zeri,Yuumi","Hery,Ning,Qing,Doggo,Baolan","Invincible,XLB,Dream,Photic,Zhuo",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.5446,0.5446
9695-9695_game_2,LPL,2023,Royal Never Give Up,Oh My God,"Camille,Viego,Lissandra,Zeri,Yuumi","Gwen,Wukong,Ryze,Lucian,Nami","Breathe,Wei,Tangyuan,GALA,Bunny","shanji,Aki,Creme,Able,Jerry",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0207,1.0207
9696-9696_game_2,LPL,2023,Ultra Prime,Ninjas in Pyjamas,"K'Sante,Wukong,Syndra,Lucian,Nami","Gangplank,Vi,Ryze,Zeri,Yuumi","Hery,Ning,Qing,Doggo,Baolan","Invincible,XLB,Dream,Photic,Zhuo",red,30.0,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.8667,0.8667
9697-9697_game_1,LPL,2023,Team WE,EDward Gaming,"Aatrox,Maokai,Syndra,Zeri,Lulu","Fiora,Vi,Azir,Caitlyn,Lux","Biubiu,Heng,Shanks,Hope,Iwandy","Ale,Jiejie,FoFo,Leave,Meiko",red,30.0,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.3591,0.3591
9697-9697_game_2,LPL,2023,EDward Gaming,Team WE,"Jayce,Maokai,Akali,Lucian,Nami","Renekton,Vi,Galio,Zeri,Yuumi","Ale,Jiejie,FoFo,Leave,Meiko","Biubiu,Heng,Shanks,Hope,Iwandy",red,30.0,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0571,1.0571
9698-9698_game_1,LPL,2023,Top Esports,Anyone's Legend,"Olaf,Sejuani,Azir,Sivir,Yuumi","K'Sante,Maokai,Ryze,Aphelios,Lulu","Qingtian,Tian,Rookie,JackeyLove,Mark","Zdz,Xiaohao,Harder,Betty,SwordArt",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.4615,0.4615
9698-9698_game_2,LPL,2023,Anyone's Legend,Top Esports,"Renekton,Sejuani,LeBlanc,Lucian,Nami","K'Sante,Vi,Viktor,Zeri,Yuumi","Zdz,Xiaohao,Harder,Betty,SwordArt","Qingtian,Tian,Rookie,JackeyLove,Mark",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.8658,0.8658
9699-9699_game_1,LPL,2023,ThunderTalk Gaming,LNG Esports,"K'Sante,Wukong,Syndra,Caitlyn,Lux","Renekton,Zac,Ryze,Sivir,Yuumi","HOYA,Beichuan,Ucal,huanfeng,XinLiu","Zika,Tarzan,Scout,LP,Hang",red,30.0,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5381,0.5381
9699-9699_game_2,LPL,2023,LNG Esports,ThunderTalk Gaming,"Renekton,Vi,Syndra,Varus,Heimerdinger","K'Sante,Wukong,Ryze,Kalista,Ashe","Zika,Tarzan,Scout,LP,Hang","HOYA,Beichuan,Ucal,huanfeng,XinLiu",red,30.0,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0319,1.0319
9700-9700_game_1,LPL,2023,Invictus Gaming,Royal Never Give Up,"Jax,Maokai,Kassadin,Lucian,Nami","K'Sante,Poppy,Syndra,Caitlyn,Ashe","YSKM,GIDEON,Dove,Ahn,Wink","Breathe,Wei,Tangyuan,GALA,Bunny",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0561,1.0561
9700-9700_game_2,LPL,2023,Invictus Gaming,Royal Never Give Up,"Jax,Sejuani,Sylas,Lucian,Nami","Fiora,Maokai,Syndra,Caitlyn,Karma","YSKM,GIDEON,Dove,Ahn,Wink","Breathe,Wei,Tangyuan,GALA,Bunny",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.6566,0.6566
ESPORTSTMNT04_2659018,LCK,2023,Dplus Kia,DRX,"Gnar,Elise,Ryze,Lucian,Nami","Jax,Maokai,Taliyah,Zeri,Yuumi","Canna,Canyon,ShowMaker,Deft,Kellin","Rascal,Croco,FATE,deokdam,BeryL",blue,15.0,30.0,0,1.0,1.0,584.0,-584.0,0.0,1.0,0.7965,0.7965
ESPORTSTMNT04_2661035,LCK,2023,Dplus Kia,DRX,"Gnar,Lee Sin,Syndra,Sivir,Yuumi","Jax,Maokai,Viktor,Zeri,Lulu","Canna,Canyon,ShowMaker,Deft,Kellin","Rascal,Croco,FATE,deokdam,BeryL",blue,20.0,30.0,0,2.0,0.0,771.0,-771.0,1.0,0.0,0.5804,0.5804
9701-9701_game_1,LPL,2023,FunPlus Phoenix,Bilibili Gaming,"K'Sante,Wukong,Sylas,Zeri,Yuumi","Camille,Vi,Galio,Lucian,Nami","Xiaolaohu,Haoye,Care,Lwx,Lele","Bin,Xun,Yagao,Elk,ON",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.7299,0.7299
9701-9701_game_2,LPL,2023,Bilibili Gaming,FunPlus Phoenix,"Gwen,Vi,Azir,Lucian,Nami","K'Sante,Wukong,Kassadin,Zeri,Yuumi","Bin,Xun,Yagao,Elk,ON","Xiaolaohu,Haoye,Care,Lwx,Lele",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.9811,0.9811
ESPORTSTMNT04_2660040,LCK,2023,T1,Gen.G,"Gnar,Vi,Azir,Lucian,Nami","K'Sante,Elise,Taliyah,Zeri,Lulu","Zeus,Oner,Faker,Gumayusi,Keria","Doran,Peanut,Chovy,Peyz,Delight",red,25.0,20.0,0,2.0,4.0,-910.0,910.0,0.0,1.0,0.8326,0.8326
9701-9701_game_3,LPL,2023,FunPlus Phoenix,Bilibili Gaming,"Gwen,Wukong,Galio,Zeri,Yuumi","Gnar,Vi,Syndra,Lucian,Nami","Xiaolaohu,Haoye,Care,Lwx,Lele","Bin,Xun,Yagao,Elk,ON",red,30.0,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.4867,0.4867
ESPORTSTMNT04_2661049,LCK,2023,T1,Gen.G,"Fiora,Wukong,Lissandra,Lucian,Nami","Jayce,Vi,Ahri,Zeri,Lulu","Zeus,Oner,Faker,Gumayusi,Keria","Doran,Peanut,Chovy,Peyz,Delight",blue,25.0,30.0,0,0.0,0.0,-511.0,511.0,1.0,0.0,0.9283,0.9283
9702-9702_game_1,LPL,2023,Weibo Gaming,Top Esports,"Gnar,Poppy,Syndra,Zeri,Yuumi","Aatrox,Vi,Kassadin,Lucian,Nami","TheShy,Karsa,Xiaohu,Light,Crisp","Qingtian,Tian,Rookie,JackeyLove,Mark",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.7234,0.7234
9702-9702_game_2,LPL,2023,Top Esports,Weibo Gaming,"K'Sante,Wukong,Azir,Lucian,Nami","Nidalee,Viego,Syndra,Sivir,Yuumi","Qingtian,Tian,Rookie,JackeyLove,Mark","TheShy,Karsa,Xiaohu,Light,Crisp",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.9883,0.9883
9702-9702_game_3,LPL,2023,Top Esports,Weibo Gaming,"Jax,Poppy,Syndra,Sivir,Yuumi","K'Sante,Elise,Viktor,Caitlyn,Lux","Qingtian,Tian,Rookie,JackeyLove,Mark","TheShy,Karsa,Xiaohu,Light,Crisp",blue,30.0,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.5684,0.5684
ESPORTSTMNT04_2665017,LCK,2023,DN SOOPers,Hanwha Life Esports,"Aatrox,Sejuani,Taliyah,Ashe,Heimerdinger","Gnar,Maokai,Sylas,Varus,Jhin","DuDu,YoungJae,BuLLDoG,Taeyoon,Jun","Kingen,Clid,Zeka,Viper,Life",blue,15.0,30.0,0,3.0,0.0,2346.0,-2346.0,1.0,0.0,0.6951,0.6951
ESPORTSTMNT04_2664031,LCK,2023,DN SOOPers,Hanwha Life Esports,"Fiora,Sejuani,Viktor,Varus,Karma","Gnar,Maokai,Akali,Lucian,Nami","DuDu,YoungJae,BuLLDoG,Taeyoon,Jun","Kingen,Clid,Zeka,Viper,Life",blue,30.0,30.0,0,2.0,0.0,1672.0,-1672.0,1.0,0.0,0.6272,0.6272
ESPORTSTMNT04_2663029,LCK,2023,Nongshim RedForce,HANJIN BRION,"Renekton,Vi,Akali,Zeri,Lulu","Fiora,Maokai,Azir,Lucian,Nami","DnDn,Sylvie,FIESTA,vital,Peter","Morgan,UmTi,Karis,Hena,Effort",red,30.0,30.0,0,0.0,1.0,-199.0,199.0,0.0,1.0,0.667,0.667
ESPORTSTMNT04_2665040,LCK,2023,HANJIN BRION,Nongshim RedForce,"Renekton,Sejuani,Ryze,Lucian,Nami","Gragas,Viego,Viktor,Zeri,Lulu","Morgan,UmTi,Karis,Hena,Effort","DnDn,Sylvie,FIESTA,vital,Peter",red,25.0,25.0,1,0.0,2.0,-837.0,837.0,0.0,1.0,0.5298,0.5298
ESPORTSTMNT04_2665115,LCK,2023,T1,KT Rolster,"Gnar,Vi,Galio,Sivir,Yuumi","Jax,Wukong,Syndra,Zeri,Lulu","Zeus,Oner,Faker,Gumayusi,Keria","Kiin,Cuzz,Bdd,Aiming,Lehends",red,30.0,25.0,0,0.0,2.0,-1428.0,1428.0,0.0,1.0,0.6158,0.6158
ESPORTSTMNT04_2664115,LCK,2023,T1,KT Rolster,"K'Sante,Vi,Orianna,Sivir,Yuumi","Gnar,Wukong,Karma,Lucian,Nami","Zeus,Oner,Faker,Gumayusi,Keria","Kiin,Cuzz,Bdd,Aiming,Lehends",blue,25.0,30.0,0,1.0,1.0,225.0,-225.0,1.0,0.0,0.6051,0.6051
ESPORTSTMNT04_2663131,LCK,2023,T1,KT Rolster,"Renekton,Sejuani,Kassadin,Varus,Ashe","K'Sante,Wukong,Ryze,Zeri,Heimerdinger","Zeus,Oner,Faker,Gumayusi,Keria","Kiin,Cuzz,Bdd,Aiming,Lehends",blue,20.0,30.0,0,2.0,1.0,1956.0,-1956.0,1.0,0.0,0.703,0.703
ESPORTSTMNT04_2664117,LCK,2023,Dplus Kia,Liiv SANDBOX,"Renekton,Maokai,Azir,Lucian,Nami","K'Sante,Vi,Ahri,Zeri,Lulu","Canna,Canyon,ShowMaker,Deft,Kellin","Burdol,Willer,Clozer,Envyy,Kael",blue,10.0,30.0,0,5.0,0.0,3014.0,-3014.0,1.0,0.0,0.7692,0.7692
ESPORTSTMNT04_2665143,LCK,2023,Dplus Kia,Liiv SANDBOX,"Gnar,Maokai,LeBlanc,Lucian,Nami","Fiora,Vi,Azir,Zeri,Lulu","Canna,Canyon,ShowMaker,Deft,Kellin","Burdol,Willer,Clozer,Envyy,Kael",blue,25.0,30.0,0,1.0,0.0,1731.0,-1731.0,1.0,0.0,0.4358,0.4358
ESPORTSTMNT04_2664153,LCK,2023,Gen.G,DRX,"Renekton,Maokai,Sylas,Jhin,Karma","Fiora,Vi,Viktor,Varus,Soraka","Doran,Peanut,Chovy,Peyz,Delight","Rascal,Croco,FATE,deokdam,BeryL",blue,20.0,30.0,0,3.0,2.0,1723.0,-1723.0,1.0,0.0,0.7044,0.7044
ESPORTSTMNT04_2663182,LCK,2023,DRX,Gen.G,"Camille,Sejuani,Sylas,Lucian,Nami","K'Sante,Wukong,Akali,Zeri,Yuumi","Rascal,Croco,FATE,deokdam,BeryL","Doran,Peanut,Chovy,Peyz,Delight",red,25.0,20.0,0,0.0,3.0,-2395.0,2395.0,0.0,1.0,1.0787,1.0787
ESPORTSTMNT04_2664171,LCK,2023,DN SOOPers,HANJIN BRION,"Jax,Sejuani,Sylas,Zeri,Yuumi","Gnar,Maokai,Syndra,Lucian,Nami","DuDu,YoungJae,BuLLDoG,Taeyoon,Moham","Morgan,UmTi,Karis,Hena,Effort",red,30.0,25.0,0,0.0,1.0,-567.0,567.0,0.0,1.0,0.4665,0.4665
ESPORTSTMNT04_2663193,LCK,2023,DN SOOPers,HANJIN BRION,"K'Sante,Sejuani,Viktor,Zeri,Yuumi","Gnar,Maokai,Syndra,Lucian,Nami","DuDu,YoungJae,BuLLDoG,Taeyoon,Moham","Morgan,UmTi,Karis,Hena,Effort",red,30.0,30.0,0,1.0,1.0,106.0,-106.0,0.0,1.0,0.4,0.4
ESPORTSTMNT04_2665186,LCK,2023,HANJIN BRION,DN SOOPers,"Renekton,Lillia,Azir,Lucian,Nami","Gnar,Wukong,Karma,Zeri,Lulu","Morgan,UmTi,Karis,Hena,Effort","DuDu,YoungJae,BuLLDoG,Taeyoon,Moham",blue,30.0,30.0,0,1.0,0.0,477.0,-477.0,1.0,0.0,0.4458,0.4458
ESPORTSTMNT03_3087499,CBLOL,2023,LOUD,paiN Gaming,"Olaf,Wukong,Lissandra,Lucian,Nami","Gnar,Vi,Galio,Zeri,Yuumi","Robo,Croc,tinowns,Route,Ceos","Wizer,CarioK,dyNquedo,Bvoy,Damage",blue,15.0,30.0,0,3.0,2.0,803.0,-803.0,1.0,0.0,0.9167,0.9167
ESPORTSTMNT06_2767073,LEC,2023,Excel Esports,G2 Esports,"K'Sante,Wukong,Syndra,Varus,Jhin","Jax,Graves,Viktor,Ashe,Heimerdinger","Odoamne,Xerxe,Vetheo,Patrik,Targamas","BrokenBlade,Yike,Caps,Hans Sama,Mikyx",red,25.0,15.0,0,2.0,4.0,-2133.0,2133.0,1.0,0.0,0.9529,0.9529
ESPORTSTMNT03_3086486,CBLOL,2023,Liberty,KaBuM! Esports,"Kennen,Vi,Ryze,Kalista,Ashe","Jax,Sejuani,Azir,Varus,Heimerdinger","Kiari,Accez,Pilot,Juliera,Cavalo","Lonely,SCARY,Yuri,DudsTheBoy,scuro",blue,20.0,20.0,1,1.0,0.0,681.0,-681.0,1.0,0.0,0.9935,0.9935
ESPORTSTMNT06_2768092,LEC,2023,KOI,Team BDS,"Renekton,Sejuani,Ryze,Ezreal,Ashe","Olaf,Vi,Azir,Jhin,Heimerdinger","Szygenda,Malrang,Larssen,Comp,Trymbi","Adam,Sheo,nuc,Crownie,Labrov",red,30.0,25.0,0,1.0,1.0,626.0,-626.0,1.0,0.0,0.5198,0.5198
ESPORTSTMNT03_3087532,CBLOL,2023,LØS,Fluxo,"Camille,Maokai,Viktor,Draven,Nami","Jax,Bel'Veth,Syndra,Lucian,Sona","HiRit,Ranger,Lava,Netuno,zay","Tay,Disamis,Hauz,Brance,JoJo",blue,20.0,30.0,0,1.0,2.0,241.0,-241.0,1.0,0.0,0.6628,0.6628
ESPORTSTMNT03_3087549,CBLOL,2023,RED Canids,INTZ,"Gnar,Maokai,Syndra,Lucian,Nami","K'Sante,Vi,Viktor,Sivir,Yuumi","Boal,Aegis,Avenger,TitaN,Kuri","Zzk,Yampi,NOsFerus,NinjaKiwi,Nia",blue,20.0,25.0,0,3.0,1.0,1386.0,-1386.0,1.0,0.0,0.8401,0.8401
ESPORTSTMNT06_2768101,LEC,2023,Astralis,Team Heretics,"Fiora,Viego,Ryze,Xayah,Ashe","K'Sante,Vi,Cassiopeia,Varus,Karma","Finn,113,Dajor,Kobbe,Execute","Evi,Jankos,Ruby,Jackspektra,Mersa",blue,15.0,20.0,0,3.0,0.0,1564.0,-1564.0,1.0,0.0,1.1137,1.1137
ESPORTSTMNT03_3088580,CBLOL,2023,Vivo Keyd Stars,FURIA,"Gwen,Wukong,Sylas,Varus,Karma","Jax,Sejuani,Viktor,Kalista,Rell","Guigo,Hugato,Grevthar,micaO,Bounty","fNb,Goot,Envy,Trigo,RedBert",red,25.0,20.0,0,4.0,0.0,2050.0,-2050.0,1.0,0.0,0.8081,0.8081
ESPORTSTMNT06_2768108,LEC,2023,MAD Lions KOI,SK Gaming,"Renekton,Wukong,Viktor,Lucian,Nami","K'Sante,Vi,Kassadin,Zeri,Yuumi","Chasy,Elyoya,Nisqy,Carzzy,Hylissang","Irrelevant,Markoon,Sertuss,3XA,Doss",blue,20.0,30.0,0,1.0,1.0,1322.0,-1322.0,1.0,0.0,0.868,0.868
ESPORTSTMNT06_2767108,LEC,2023,Team Vitality,Fnatic,"Jax,Graves,Ryze,Ezreal,Leona","Gragas,Kindred,Syndra,Varus,Rakan","Photon,Bo,Perkz,Neon,Kaiser","Wunder,Razork,Humanoid,Rekkles,Rhuckz",blue,15.0,25.0,0,3.0,2.0,-245.0,245.0,1.0,0.0,0.8779,0.8779
ESPORTSTMNT04_2664180,LCK,2023,Hanwha Life Esports,Liiv SANDBOX,"Jax,Sejuani,Azir,Zeri,Heimerdinger","K'Sante,Wukong,Akali,Ezreal,Karma","Kingen,Clid,Zeka,Viper,Life","Burdol,Willer,Clozer,Envyy,Kael",red,30.0,25.0,0,1.0,2.0,12.0,-12.0,0.0,1.0,0.457,0.457
ESPORTSTMNT04_2665208,LCK,2023,Hanwha Life Esports,Liiv SANDBOX,"K'Sante,Vi,Sylas,Zeri,Lulu","Fiora,Sejuani,Akali,Varus,Heimerdinger","Kingen,Clid,Zeka,Viper,Life","Burdol,Willer,Clozer,Envyy,Kael",red,30.0,20.0,0,2.0,2.0,204.0,-204.0,1.0,0.0,0.5784,0.5784
ESPORTSTMNT04_2664200,LCK,2023,Hanwha Life Esports,Liiv SANDBOX,"Renekton,Sejuani,Azir,Ezreal,Heimerdinger","Gnar,Wukong,Sylas,Varus,Karma","Kingen,Clid,Zeka,Viper,Life","Burdol,Willer,Clozer,Envyy,Kael",red,30.0,30.0,0,0.0,2.0,-674.0,674.0,0.0,1.0,0.4229,0.4229
ESPORTSTMNT04_2665209,LCK,2023,KT Rolster,Nongshim RedForce,"Urgot,Sejuani,Syndra,Lucian,Nami","K'Sante,Wukong,Sylas,Zeri,Yuumi","Kiin,Cuzz,Bdd,Aiming,Lehends","DnDn,Sylvie,FIESTA,vital,Peter",red,30.0,25.0,0,0.0,2.0,-601.0,601.0,0.0,1.0,0.5898,0.5898
ESPORTSTMNT04_2663232,LCK,2023,KT Rolster,Nongshim RedForce,"Jax,Sejuani,Yone,Zeri,Lulu","K'Sante,Wukong,Kassadin,Sivir,Yuumi","Kiin,Cuzz,Bdd,Aiming,Lehends","DnDn,Sylvie,FIESTA,vital,Peter",blue,20.0,30.0,0,2.0,1.0,1464.0,-1464.0,1.0,0.0,0.6945,0.6945
ESPORTSTMNT04_2664219,LCK,2023,KT Rolster,Nongshim RedForce,"Renekton,Zac,Ryze,Ezreal,Karma","Jax,Sejuani,Syndra,Varus,Heimerdinger","Kiin,Cuzz,Bdd,Aiming,Lehends","DnDn,Sylvie,FIESTA,vital,Peter",blue,30.0,30.0,0,1.0,0.0,1557.0,-1557.0,1.0,0.0,0.456,0.456
ESPORTSTMNT03_3086653,CBLOL,2023,LØS,RED Canids,"Jayce,Sejuani,Kassadin,Varus,Lux","Camille,Maokai,Yone,Sivir,Karma","HiRit,Ranger,Lava,Netuno,zay","Boal,Aegis,Avenger,TitaN,Kuri",red,25.0,20.0,0,1.0,1.0,-59.0,59.0,0.0,1.0,0.935,0.935
ESPORTSTMNT06_2767120,LEC,2023,SK Gaming,Team BDS,"Gnar,Kindred,Sylas,Varus,Karma","Aatrox,Sejuani,Akali,Caitlyn,Thresh","Irrelevant,Markoon,Sertuss,3XA,Doss","Adam,Sheo,nuc,Crownie,Labrov",red,30.0,30.0,0,1.0,1.0,334.0,-334.0,0.0,1.0,0.4975,0.4975
ESPORTSTMNT03_3087692,CBLOL,2023,FURIA,INTZ,"Gnar,Wukong,Sylas,Lucian,Nami","K'Sante,Maokai,Akali,Caitlyn,Ashe","fNb,Goot,Envy,Trigo,RedBert","Zzk,Yampi,NOsFerus,NinjaKiwi,Nia",blue,15.0,15.0,1,3.0,2.0,-873.0,873.0,1.0,0.0,0.7831,0.7831
ESPORTSTMNT06_2769135,LEC,2023,Astralis,MAD Lions KOI,"K'Sante,Viego,Syndra,Ezreal,Bard","Fiora,Sejuani,Akali,Varus,Thresh","Finn,113,Dajor,Kobbe,Execute","Chasy,Elyoya,Nisqy,Carzzy,Hylissang",red,30.0,25.0,0,1.0,2.0,58.0,-58.0,1.0,0.0,0.6474,0.6474
ESPORTSTMNT03_3087701,CBLOL,2023,paiN Gaming,Vivo Keyd Stars,"Fiora,Sejuani,Akali,Sivir,Yuumi","K'Sante,Wukong,Sylas,Zeri,Lulu","Wizer,CarioK,dyNquedo,Bvoy,Damage","Guigo,Hugato,Grevthar,micaO,Bounty",red,30.0,25.0,0,0.0,0.0,406.0,-406.0,0.0,1.0,0.8648,0.8648
ESPORTSTMNT06_2767145,LEC,2023,Team Vitality,Team Heretics,"Jax,Sejuani,Azir,Zeri,Braum","K'Sante,Wukong,Kassadin,Kalista,Nautilus","Photon,Bo,Perkz,Neon,Kaiser","Evi,Jankos,Ruby,Jackspektra,Mersa",blue,20.0,20.0,1,1.0,2.0,395.0,-395.0,1.0,0.0,1.1993,1.1993
ESPORTSTMNT03_3086700,CBLOL,2023,KaBuM! Esports,LOUD,"Gangplank,Vi,Ryze,Zeri,Lulu","Jax,Wukong,Galio,Sivir,Yuumi","Lonely,SCARY,Yuri,DudsTheBoy,scuro","Robo,Croc,tinowns,Route,Ceos",red,20.0,20.0,1,0.0,2.0,-1458.0,1458.0,0.0,1.0,0.9639,0.9639
ESPORTSTMNT06_2769151,LEC,2023,Excel Esports,KOI,"Renekton,Vi,Ahri,Lucian,Nami","Aatrox,Maokai,Kassadin,Kalista,Soraka","Odoamne,Xerxe,Vetheo,Patrik,Targamas","Szygenda,Malrang,Larssen,Comp,Trymbi",red,30.0,30.0,0,0.0,2.0,-1843.0,1843.0,0.0,1.0,0.8162,0.8162
ESPORTSTMNT03_3086706,CBLOL,2023,Fluxo,Liberty,"Vladimir,Wukong,Azir,Lucian,Nami","Fiora,Vi,Taliyah,Zeri,Yuumi","Tay,Disamis,Hauz,Brance,JoJo","Kiari,Accez,Pilot,Juliera,Cavalo",blue,25.0,30.0,0,3.0,2.0,781.0,-781.0,1.0,0.0,0.8887,0.8887
ESPORTSTMNT06_2769159,LEC,2023,Fnatic,G2 Esports,"K'Sante,Sejuani,Azir,Zeri,Yuumi","Jax,Viego,Akali,Draven,Nautilus","Wunder,Razork,Humanoid,Rekkles,Rhuckz","BrokenBlade,Yike,Caps,Hans Sama,Mikyx",red,30.0,10.0,0,1.0,5.0,-4179.0,4179.0,0.0,1.0,1.0453,1.0453
ESPORTSTMNT06_2767173,LEC,2023,Team Heretics,SK Gaming,"K'Sante,Maokai,Azir,Varus,Lulu","Camille,Sejuani,Sylas,Zeri,Renata Glasc","Evi,Jankos,Ruby,Jackspektra,Mersa","Irrelevant,Markoon,Sertuss,3XA,Doss",red,20.0,15.0,0,3.0,4.0,-224.0,224.0,1.0,0.0,1.0581,1.0581
ESPORTSTMNT06_2769191,LEC,2023,Team BDS,Excel Esports,"Darius,Sejuani,Akali,Caitlyn,Lux","Jax,Maokai,Twisted Fate,Varus,Karma","Adam,Sheo,nuc,Crownie,Labrov","Odoamne,Xerxe,Vetheo,Patrik,Targamas",blue,20.0,30.0,0,3.0,1.0,462.0,-462.0,1.0,0.0,0.6275,0.6275
