game_id,date,year,league,blue_team,red_team,blue_win,blue_picks,red_picks,blue_players,red_players
ESPORTSTMNT06_2761091,2023-01-16,2023,LCKC,Hanwha Life Esports Challengers,Gen.G Global Academy,1,"K'Sante,Wukong,Ahri,Zeri,Rakan","Gwen,Vi,Sylas,Aphelios,Lulu","Rooster,Guwon,Roamer,Lure,Duro","Casting,Winner,Quid,Pdx,Lospa"
ESPORTSTMNT06_2761105,2023-01-16,2023,LCKC,HANJIN BRION Challengers,Dplus Kia Challengers,0,"K'Sante,Nocturne,Viktor,Lucian,Nami","Gnar,Elise,Swain,Varus,Ashe","Frim,DDoiV,Ivory,Gamin,Pollu","Thanatos,Lucid,Pullbae,Rahel,Loopy"
ESPORTSTMNT06_2761107,2023-01-16,2023,LCKC,Dplus Kia Challengers,HANJIN BRION Challengers,1,"Gnar,Wukong,Karma,Zeri,Lulu","K'Sante,Vi,Ahri,Varus,Heimerdinger","Thanatos,Lucid,Pullbae,Rahel,Loopy","Frim,DDoiV,Ivory,Gamin,Pollu"
ESPORTSTMNT06_2762079,2023-01-16,2023,LCKC,Nongshim Esports Academy,DRX Challengers,1,"K'Sante,Lee Sin,Syndra,Sivir,Yuumi","Renekton,Maokai,Azir,Zeri,Lulu","Mihile,Sounda,Callme,Jiwoo,Luon","Clear,Sponge,SeTab,Pleata,Piero"
ESPORTSTMNT06_2762099,2023-01-16,2023,LCKC,Hanwha Life Esports Challengers,Gen.G Global Academy,0,"Gnar,Wukong,Syndra,Varus,Karma","K'Sante,Vi,Azir,Jhin,Blitzcrank","Rooster,Guwon,Roamer,Lure,Duro","Zest,Winner,Quid,Pdx,Lospa"
ESPORTSTMNT06_2763076,2023-01-16,2023,LCKC,Nongshim Esports Academy,DRX Challengers,1,"K'Sante,Wukong,Azir,Sivir,Yuumi","Gnar,Sejuani,Kassadin,Zeri,Lulu","Mihile,Sounda,Callme,Jiwoo,Luon","Clear,Sponge,SeTab,Pleata,Piero"
ESPORTSTMNT06_2763092,2023-01-16,2023,LCKC,Gen.G Global Academy,Hanwha Life Esports Challengers,0,"K'Sante,Maokai,Jayce,Jhin,Soraka","Gnar,Sejuani,Swain,Zeri,Heimerdinger","Zest,Winner,Quid,Pdx,Lospa","Rooster,Guwon,Roamer,Lure,Duro"
ESPORTSTMNT06_2761129,2023-01-17,2023,LCKC,KT Rolster Challengers,DN SOOPers Challengers,1,"Renekton,Maokai,Syndra,Varus,Nautilus","K'Sante,Sejuani,Yone,Zeri,Lulu","Castle,HamBak,Feisty,Hype,Kice","IlllIma,Courage,Cleaver,Bull,Andil"
ESPORTSTMNT06_2761131,2023-01-17,2023,LCKC,T1 Esports Academy,Liiv SANDBOX Youth,1,"K'Sante,Viego,Ryze,Lucian,Nami","Camille,Poppy,Azir,Zeri,Yuumi","Dal,Forest,Bay,Smash,Baut","DDahyuk,Vincenzo,Guti,Diable,PlanB"
ESPORTSTMNT06_2762144,2023-01-17,2023,LCKC,Liiv SANDBOX Youth,T1 Esports Academy,0,"Camille,Wukong,Ryze,Zeri,Yuumi","Fiora,Nidalee,Twisted Fate,Caitlyn,Lux","DDahyuk,Vincenzo,Guti,Diable,PlanB","Dal,Forest,Bay,Smash,Baut"
ESPORTSTMNT06_2763130,2023-01-17,2023,LCKC,DN SOOPers Challengers,KT Rolster Challengers,1,"K'Sante,Lee Sin,Ahri,Varus,Ashe","Fiora,Wukong,Ryze,Zeri,Lulu","IlllIma,Courage,Cleaver,Bull,Andil","Castle,HamBak,Feisty,Hype,Kice"
ESPORTSTMNT06_2763132,2023-01-17,2023,LCKC,DN SOOPers Challengers,KT Rolster Challengers,0,"Gangplank,Wukong,Ahri,Draven,Pyke","Aatrox,Lee Sin,Ryze,Ashe,Braum","IlllIma,Courage,Cleaver,Bull,Andil","Castle,HamBak,Feisty,Hype,Kice"
ESPORTSTMNT06_2761192,2023-01-18,2023,LFL,IziDream,GameWard,0,"Jax,Wukong,Ryze,Ashe,Zyra","Fiora,Sejuani,Azir,Varus,Lux","Kio,Djoko,Milica,Bung,Twiizt","Badlulu,Eckas,twohoyrz,Peco,Raxxo"
ESPORTSTMNT06_2763178,2023-01-18,2023,LFL,Team BDS Academy,LDLC OL,0,"Kennen,Viego,Cassiopeia,Varus,Renata Glasc","Jax,Wukong,Ryze,Kalista,Soraka","Agresivoo,MAXI,RKR,xMatty,Erdote","Kryze,White,Backlund,Jeskla,Zoelys"
ESPORTSTMNT06_2763187,2023-01-18,2023,LFL,BK ROG Esports,Solary,0,"Fiora,Wukong,Ryze,Zeri,Heimerdinger","Gnar,Vi,Syndra,Varus,Jhin","Howling,Pridestalkr,Czekolad,Trigger,Veignorem","Melonik,Shlatan,Peng,TakeSet,Steeelback"
ESPORTSTMNT06_2763191,2023-01-18,2023,LFL,Vitality.Bee,Aegis,1,"Camille,Maokai,Lissandra,Kalista,Nautilus","K'Sante,Wukong,Taliyah,Zeri,Yuumi","PatkicaA,Daglas,Czajek,Innaxe,JACTROLL","Lot,SkewMond,Eika,Shiganari,Hantera"
ESPORTSTMNT06_2763193,2023-01-18,2023,LFL,Team GO,Karmine Corp,1,"Sion,Wukong,LeBlanc,Lucian,Yuumi","K'Sante,Vi,Taliyah,Jhin,Nami","Ragner,Lyncas,Toucouille,Jezu,kamilius","Cabochard,Skeanz,SAKEN,Kaori,whiteinn"
ESPORTSTMNT03_3086143,2023-01-19,2023,LCKC,Dplus Kia Challengers,Nongshim Esports Academy,0,"Renekton,Wukong,Viktor,Varus,Nautilus","K'Sante,Lee Sin,Ryze,Zeri,Braum","Thanatos,Lucid,Pullbae,Rahel,Loopy","Mihile,Sounda,Callme,Jiwoo,Luon"
ESPORTSTMNT03_3086144,2023-01-19,2023,LCKC,Nongshim Esports Academy,Dplus Kia Challengers,0,"K'Sante,Lee Sin,Ryze,Zeri,Lulu","Renekton,Wukong,Viktor,Lucian,Nami","Mihile,Sounda,Callme,Jiwoo,Luon","Thanatos,Lucid,Pullbae,Rahel,Loopy"
ESPORTSTMNT03_3087128,2023-01-19,2023,LCKC,Nongshim Esports Academy,Dplus Kia Challengers,0,"K'Sante,Taliyah,Syndra,Varus,Lulu","Renekton,Wukong,Swain,Lucian,Nami","Mihile,Sounda,Callme,Jiwoo,Luon","Thanatos,Lucid,Pullbae,Rahel,Loopy"
ESPORTSTMNT03_3087130,2023-01-19,2023,LCKC,Gen.G Global Academy,DRX Challengers,0,"Gwen,Vi,Ryze,Jhin,Nautilus","K'Sante,Elise,Karma,Varus,Renata Glasc","Zest,Winner,Quid,Pdx,Lospa","Clear,Sponge,SeTab,Pleata,Piero"
ESPORTSTMNT03_3087133,2023-01-19,2023,LCKC,Hanwha Life Esports Challengers,HANJIN BRION Challengers,1,"K'Sante,Vi,Taliyah,Lucian,Nami","Mordekaiser,Wukong,Swain,Samira,Amumu","Rooster,Guwon,Roamer,Lure,Duro","Frim,DDoiV,Ivory,Gamin,Pollu"
ESPORTSTMNT03_3087134,2023-01-19,2023,LCKC,Gen.G Global Academy,DRX Challengers,0,"K'Sante,Vi,Ahri,Jhin,Pyke","Gnar,Elise,Karma,Varus,Nautilus","Zest,Winner,Quid,Pdx,Lospa","Clear,Sponge,SeTab,Pleata,Piero"
ESPORTSTMNT03_3088138,2023-01-19,2023,LCKC,Hanwha Life Esports Challengers,HANJIN BRION Challengers,1,"K'Sante,Nocturne,Syndra,Ashe,Heimerdinger","Gnar,Wukong,Akali,Varus,Jhin","Rooster,Guwon,Roamer,Lure,Duro","Frim,DDoiV,Ivory,Gamin,Pollu"
ESPORTSTMNT04_2663075,2023-01-19,2023,PRM,Eintracht Spandau,Eintracht Frankfurt,1,"Fiora,Maokai,Ahri,Varus,Karma","Jax,Sejuani,Azir,Sivir,Lulu","Pride,Zanzarah,Special,Smiley,Lilipp","Vertigo,Don Arts,ZaZee,DizL,Vaunted"
ESPORTSTMNT04_2663089,2023-01-19,2023,PRM,Berlin International Gaming,NNO Prime,0,"Jax,Maokai,Syndra,Kai'Sa,Nautilus","Kennen,Vi,Ornn,Ezreal,Yuumi","Vizicsacsi,Rulfchen,Kaymin,HARPOON,Leon","Flamer,Lamabear,Matislaw,zamulek,DuaLL"
ESPORTSTMNT04_2663093,2023-01-19,2023,PRM,GamerLegion,FC Schalke 04 Esports,0,"Aatrox,Wukong,Syndra,Xayah,Rakan","K'Sante,Vi,Lux,Varus,Karma","Tracyn,Ferret,ESCIK,Asza,Visdom","Sacre,Afroboi,Simpli,Mishi,Seal"
ESPORTSTMNT04_2664050,2023-01-19,2023,PRM,SK Gaming Prime,Unicorns of Love Sexy Edition,1,"Jayce,Sejuani,Syndra,Kalista,Nautilus","Fiora,Lee Sin,Azir,Zeri,Yuumi","JNX,Lurox,FEBIVEN,Keduii,Prime","Venour,Peach,Mask,Fun K3y,Lekcyc"
ESPORTSTMNT04_2664063,2023-01-19,2023,PRM,E WIE EINFACH E-SPORTS,MOUZ NXT,0,"Gnar,Poppy,Sylas,Zeri,Yuumi","Fiora,Vi,Irelia,Seraphine,Ashe","Ventair,Obsess,Nite,Tazaku,Max1","Carlsen,Alexx,Sencux,Kynetic,Tore"
ESPORTSTMNT06_2767012,2023-01-19,2023,LFL,BK ROG Esports,Vitality.Bee,0,"Gnar,Maokai,Azir,Varus,Renata Glasc","Fiora,Sejuani,Ryze,Aphelios,Bard","Howling,Pridestalkr,Czekolad,Trigger,Veignorem","PatkicaA,Daglas,Czajek,Innaxe,JACTROLL"
ESPORTSTMNT06_2767019,2023-01-19,2023,LFL,Team GO,Aegis,0,"Malphite,Wukong,Ahri,Draven,Nami","K'Sante,Maokai,Syndra,Lucian,Sona","Ragner,Lyncas,Toucouille,Jezu,kamilius","Lot,SkewMond,Eika,Shiganari,Hantera"
ESPORTSTMNT06_2768025,2023-01-19,2023,LFL,Karmine Corp,GameWard,1,"K'Sante,Vi,Viktor,Lucian,Sona","Gwen,Wukong,Azir,Xayah,Nami","Cabochard,Skeanz,SAKEN,Kaori,whiteinn","Badlulu,Eckas,twohoyrz,Peco,Raxxo"
ESPORTSTMNT06_2768031,2023-01-19,2023,LFL,Team BDS Academy,Solary,0,"Ornn,Wukong,Akali,Zeri,Yuumi","Fiora,Vi,Syndra,Lucian,Nami","Agresivoo,MAXI,RKR,xMatty,Erdote","Melonik,Shlatan,Peng,TakeSet,Steeelback"
ESPORTSTMNT06_2769015,2023-01-19,2023,LFL,LDLC OL,IziDream,1,"Gangplank,Wukong,Syndra,Caitlyn,Heimerdinger","Jax,Lee Sin,Ryze,Varus,Lux","Kryze,White,Backlund,Jeskla,Zoelys","Kio,Djoko,Milica,Bung,Twiizt"
ESPORTSTMNT03_3086305,2023-01-20,2023,LCKC,Liiv SANDBOX Youth,KT Rolster Challengers,0,"K'Sante,Kindred,Karma,Aphelios,Lulu","Gwen,Viego,Ryze,Zeri,Nautilus","DDahyuk,Vincenzo,Guti,Diable,PlanB","Castle,HamBak,Feisty,Hype,Kice"
ESPORTSTMNT03_3087334,2023-01-20,2023,LCKC,T1 Esports Academy,DN SOOPers Challengers,1,"Camille,Maokai,Galio,Caitlyn,Lux","Jax,Viego,Ryze,Varus,Karma","Dal,Forest,Bay,Smash,Baut","IlllIma,Courage,Cleaver,Bull,Andil"
ESPORTSTMNT03_3088332,2023-01-20,2023,LCKC,DN SOOPers Challengers,T1 Esports Academy,0,"K'Sante,Wukong,Ryze,Varus,Nautilus","Yone,Maokai,Sion,Sivir,Ashe","Lancer,Courage,Cleaver,Bull,Andil","Dal,Forest,Bay,Smash,Baut"
ESPORTSTMNT03_3088333,2023-01-20,2023,LCKC,KT Rolster Challengers,Liiv SANDBOX Youth,1,"Gnar,Poppy,Ryze,Zeri,Nami","Camille,Vi,Azir,Lucian,Nautilus","Castle,HamBak,Feisty,Hype,Kice","DDahyuk,Vincenzo,Guti,Diable,PlanB"
ESPORTSTMNT04_2663167,2023-01-20,2023,PRM,Berlin International Gaming,SK Gaming Prime,1,"Gwen,Wukong,Tryndamere,Varus,Nautilus","Fiora,Sejuani,Syndra,Zeri,Lulu","Vizicsacsi,Rulfchen,Kaymin,HARPOON,Leon","JNX,Lurox,FEBIVEN,Keduii,Prime"
ESPORTSTMNT04_2664138,2023-01-20,2023,PRM,MOUZ NXT,Eintracht Frankfurt,1,"Gwen,Vi,Irelia,Lucian,Nami","K'Sante,Skarner,Ryze,Varus,Heimerdinger","Carlsen,Alexx,Sencux,Kynetic,Tore","Vertigo,Don Arts,ZaZee,DizL,Vaunted"
ESPORTSTMNT04_2664151,2023-01-20,2023,PRM,NNO Prime,FC Schalke 04 Esports,0,"Olaf,Vi,Azir,Seraphine,Nautilus","Camille,Poppy,Ryze,Varus,Tahm Kench","Flamer,Lamabear,Matislaw,zamulek,DuaLL","Sacre,Afroboi,Simpli,Mishi,Seal"
ESPORTSTMNT04_2665158,2023-01-20,2023,PRM,Unicorns of Love Sexy Edition,E WIE EINFACH E-SPORTS,1,"Fiora,Poppy,Kassadin,Zeri,Yuumi","Jax,Sejuani,Yone,Varus,Rakan","Venour,Peach,Mask,Fun K3y,Lekcyc","Ventair,Obsess,Nite,Tazaku,Max1"
ESPORTSTMNT04_2665164,2023-01-20,2023,PRM,GamerLegion,Eintracht Spandau,0,"Aatrox,Vi,Viktor,Lucian,Nami","Gnar,Poppy,Sylas,Ashe,Heimerdinger","Tracyn,Ferret,ESCIK,Asza,Visdom","Pride,Zanzarah,Special,Smiley,Lilipp"
ESPORTSTMNT03_3086776,2023-01-23,2023,LCKC,Liiv SANDBOX Youth,DN SOOPers Challengers,1,"Camille,Sejuani,Sylas,Ezreal,Leona","K'Sante,Wukong,Akali,Varus,Tahm Kench","DDahyuk,Vincenzo,Guti,Diable,PlanB","Lancer,Courage,Cleaver,Bull,Andil"
ESPORTSTMNT03_3087789,2023-01-23,2023,LCKC,DN SOOPers Challengers,Liiv SANDBOX Youth,0,"K'Sante,Lee Sin,Akali,Varus,Nautilus","Gnar,Maokai,Sylas,Zeri,Braum","Lancer,Courage,Cleaver,Bull,Andil","DDahyuk,Vincenzo,Guti,Diable,PlanB"
ESPORTSTMNT03_3087799,2023-01-23,2023,LCKC,DN SOOPers Challengers,Liiv SANDBOX Youth,1,"Gnar,Elise,Yone,Varus,Nautilus","Renekton,Maokai,Akali,Zeri,Braum","Lancer,Courage,Cleaver,Bull,Andil","DDahyuk,Vincenzo,Guti,Diable,PlanB"
ESPORTSTMNT03_3087830,2023-01-23,2023,LCKC,HANJIN BRION Challengers,KT Rolster Challengers,0,"Gnar,Wukong,Sylas,Varus,Heimerdinger","K'Sante,Vi,Akali,Zeri,Lulu","Frim,DDoiV,Ivory,Gamin,Pollu","Castle,HamBak,Feisty,Hype,Kice"
ESPORTSTMNT03_3087845,2023-01-23,2023,LCKC,DRX Challengers,Hanwha Life Esports Challengers,0,"Gnar,Sejuani,Syndra,Lucian,Nami","K'Sante,Vi,Sylas,Zeri,Lulu","Clear,Sponge,SeTab,Pleata,Piero","Rooster,Guwon,Roamer,Lure,Duro"
ESPORTSTMNT03_3088838,2023-01-23,2023,LCKC,KT Rolster Challengers,HANJIN BRION Challengers,1,"Gnar,Vi,Azir,Lucian,Nami","Renekton,Maokai,Sylas,Zeri,Lulu","Castle,HamBak,Feisty,Hype,Kice","Frim,DDoiV,Ivory,Gamin,Pollu"
ESPORTSTMNT03_3088872,2023-01-23,2023,LCKC,DRX Challengers,Hanwha Life Esports Challengers,0,"Gnar,Sejuani,Azir,Lucian,Nami","Yone,Wukong,Syndra,Zeri,Lulu","Clear,Sponge,SeTab,Pleata,Piero","Rooster,Guwon,Roamer,Lure,Duro"
ESPORTSTMNT03_3089124,2023-01-24,2023,LCKC,T1 Esports Academy,Nongshim Esports Academy,1,"Jax,Maokai,Azir,Lucian,Nami","K'Sante,Jarvan IV,Viktor,Zeri,Lulu","Dal,Forest,Bay,Smash,Baut","Mihile,Sounda,Callme,Jiwoo,Luon"
ESPORTSTMNT03_3089128,2023-01-24,2023,LCKC,Nongshim Esports Academy,T1 Esports Academy,1,"K'Sante,Wukong,Swain,Varus,Lulu","Camille,Nidalee,Sion,Zeri,Heimerdinger","Mihile,Sounda,Callme,Jiwoo,Luon","Dal,Forest,Bay,Smash,Baut"
ESPORTSTMNT03_3089131,2023-01-24,2023,LCKC,T1 Esports Academy,Nongshim Esports Academy,1,"Gnar,Wukong,Galio,Lucian,Nami","Renekton,Lee Sin,Taliyah,Varus,Lulu","Dal,Forest,Bay,Smash,Baut","Mihile,Sounda,Callme,Jiwoo,Luon"
ESPORTSTMNT03_3090080,2023-01-24,2023,LCKC,Gen.G Global Academy,Dplus Kia Challengers,0,"K'Sante,Vi,Taliyah,Lucian,Nami","Gnar,Wukong,Ryze,Zeri,Lulu","Zest,Winner,Quid,Pdx,Lospa","Thanatos,Lucid,Pullbae,Rahel,Loopy"
ESPORTSTMNT03_3091051,2023-01-24,2023,LCKC,Gen.G Global Academy,Dplus Kia Challengers,0,"K'Sante,Vi,Taliyah,Lucian,Nami","Gnar,Wukong,Ryze,Zeri,Lulu","Zest,Winner,Quid,Pdx,Lospa","Thanatos,Lucid,Pullbae,Rahel,Loopy"
ESPORTSTMNT06_2767266,2023-01-25,2023,LFL,Karmine Corp,BK ROG Esports,0,"Renekton,Poppy,Azir,Zeri,Yuumi","Jax,Vi,Ahri,Kalista,Amumu","Cabochard,Skeanz,SAKEN,Kaori,whiteinn","Howling,Pridestalkr,Czekolad,Trigger,Veignorem"
ESPORTSTMNT06_2767276,2023-01-25,2023,LFL,LDLC OL,Aegis,1,"Gnar,Maokai,Yasuo,Caitlyn,Lux","Camille,Sejuani,Syndra,Ashe,Heimerdinger","Kryze,White,Backlund,Jeskla,Zoelys","Lot,SkewMond,Eika,Shiganari,Hantera"
ESPORTSTMNT06_2768294,2023-01-25,2023,LFL,Team GO,Vitality.Bee,1,"Jax,Graves,Azir,Lucian,Nami","K'Sante,Viego,Akali,Kalista,Nautilus","Ragner,Lyncas,Toucouille,Jezu,kamilius","PatkicaA,Daglas,Czajek,Innaxe,JACTROLL"
ESPORTSTMNT06_2769268,2023-01-25,2023,LFL,GameWard,Solary,1,"Jax,Graves,Syndra,Kalista,Nautilus","Renekton,Vi,Akali,Zeri,Yuumi","Badlulu,Eckas,twohoyrz,Peco,Raxxo","Melonik,Shlatan,Peng,TakeSet,Steeelback"
ESPORTSTMNT06_2769284,2023-01-25,2023,LFL,IziDream,Team BDS Academy,0,"Gangplank,Maokai,Azir,Sivir,Heimerdinger","Renekton,Sejuani,Sylas,Varus,Ashe","Kio,Djoko,Milica,Bung,Twiizt","Agresivoo,MAXI,RKR,xMatty,Erdote"
ESPORTSTMNT02_3140687,2023-01-26,2023,PRM,Berlin International Gaming,Unicorns of Love Sexy Edition,0,"K'Sante,Xin Zhao,Ryze,Xayah,Alistar","Fiora,Sejuani,Syndra,Kai'Sa,Braum","Vizicsacsi,Rulfchen,Kaymin,HARPOON,Leon","Venour,Peach,Mask,Fun K3y,Lekcyc"
ESPORTSTMNT02_3140733,2023-01-26,2023,PRM,Eintracht Frankfurt,E WIE EINFACH E-SPORTS,0,"Jax,Vi,Syndra,Kalista,Soraka","Fiora,Gragas,Yasuo,Lucian,Nami","Vertigo,Don Arts,ZaZee,DizL,Vaunted","Ventair,Obsess,Nite,Tazaku,Max1"
ESPORTSTMNT02_3141733,2023-01-26,2023,PRM,SK Gaming Prime,FC Schalke 04 Esports,1,"Olaf,Sejuani,Azir,Kalista,Jhin","K'Sante,Poppy,Akali,Ashe,Heimerdinger","JNX,Lurox,FEBIVEN,Keduii,Prime","Sacre,Afroboi,Simpli,Mishi,Seal"
ESPORTSTMNT02_3141736,2023-01-26,2023,PRM,Eintracht Spandau,NNO Prime,1,"Gnar,Sejuani,Sylas,Xayah,Rakan","Renekton,Elise,Kassadin,Ashe,Renata Glasc","Pride,Zanzarah,Special,Smiley,Lilipp","Flamer,Lamabear,Matislaw,zamulek,DuaLL"
ESPORTSTMNT02_3141749,2023-01-26,2023,PRM,MOUZ NXT,GamerLegion,1,"Renekton,Sejuani,Viktor,Seraphine,Soraka","Fiora,Poppy,Kassadin,Zeri,Yuumi","Carlsen,Alexx,Sencux,Kynetic,Tore","Tracyn,Ferret,ESCIK,Asza,Visdom"
ESPORTSTMNT03_3089605,2023-01-26,2023,LCKC,Nongshim Esports Academy,Liiv SANDBOX Youth,1,"Jax,Maokai,Renekton,Zeri,Yuumi","Gnar,Wukong,Taliyah,Lucian,Nami","Mihile,Sounda,Callme,Jiwoo,Luon","DDahyuk,Vincenzo,Guti,Diable,PlanB"
ESPORTSTMNT03_3089608,2023-01-26,2023,LCKC,Gen.G Global Academy,T1 Esports Academy,1,"Gwen,Wukong,Akali,Zeri,Lulu","Gnar,Lee Sin,Azir,Sivir,Karma","Casting,Winner,Quid,Pdx,Lospa","Dal,Forest,Bay,Smash,Baut"
ESPORTSTMNT03_3089609,2023-01-26,2023,LCKC,Liiv SANDBOX Youth,Nongshim Esports Academy,0,"Renekton,Maokai,Azir,Lucian,Nami","Gragas,Wukong,Syndra,Zeri,Lulu","DDahyuk,Vincenzo,Guti,Diable,PlanB","Mihile,Sounda,Callme,Jiwoo,Luon"
ESPORTSTMNT03_3090539,2023-01-26,2023,LCKC,Gen.G Global Academy,T1 Esports Academy,0,"Gnar,Vi,Akali,Lucian,Nami","Irelia,Wukong,Syndra,Sivir,Yuumi","Casting,Winner,Quid,Pdx,Lospa","Dal,Forest,Bay,Smash,Baut"
ESPORTSTMNT03_3090540,2023-01-26,2023,LCKC,HANJIN BRION Challengers,DN SOOPers Challengers,0,"Gangplank,Viego,Ryze,Zeri,Lulu","Gnar,Wukong,Akali,Ezreal,Karma","Frim,Raptor,Ivory,Gamin,Pollu","Lancer,Courage,Cleaver,Bull,Andil"
ESPORTSTMNT03_3090544,2023-01-26,2023,LCKC,DN SOOPers Challengers,HANJIN BRION Challengers,1,"Gnar,Elise,Yone,Lucian,Nami","K'Sante,Maokai,Syndra,Zeri,Lulu","Lancer,Courage,Cleaver,Bull,Andil","Frim,Raptor,Ivory,Gamin,Pollu"
ESPORTSTMNT03_3091571,2023-01-26,2023,LCKC,T1 Esports Academy,Gen.G Global Academy,1,"Jayce,Nidalee,Galio,Caitlyn,Lux","Malphite,Wukong,Azir,Jhin,Pyke","Dal,Forest,Bay,Smash,Baut","Casting,Winner,Quid,Pdx,Lospa"
ESPORTSTMNT06_2768330,2023-01-26,2023,LFL,LDLC OL,BK ROG Esports,1,"K'Sante,Maokai,Kassadin,Varus,Tahm Kench","Jax,Sejuani,Akali,Kalista,Pyke","Kryze,White,Backlund,Jeskla,Zoelys","Howling,Pridestalkr,Czekolad,Trigger,Veignorem"
ESPORTSTMNT06_2769315,2023-01-26,2023,LFL,Vitality.Bee,IziDream,1,"K'Sante,Hecarim,Ryze,Lucian,Nami","Fiora,Vi,Akali,Varus,Nautilus","PatkicaA,Daglas,Czajek,Innaxe,JACTROLL","Kio,Djoko,Milica,Bung,Twiizt"
ESPORTSTMNT06_2769330,2023-01-26,2023,LFL,Aegis,Team BDS Academy,0,"Jax,Viego,Cassiopeia,Kalista,Leona","Jayce,Wukong,Ryze,Varus,Braum","Lot,SkewMond,Eika,Shiganari,Hantera","Agresivoo,MAXI,RKR,xMatty,Erdote"
ESPORTSTMNT06_2769338,2023-01-26,2023,LFL,Solary,Karmine Corp,1,"Fiora,Wukong,Orianna,Varus,Nautilus","Jax,Sejuani,Sylas,Ezreal,Karma","Melonik,Shlatan,Peng,TakeSet,Steeelback","Cabochard,Skeanz,SAKEN,Kaori,whiteinn"
ESPORTSTMNT06_2769343,2023-01-26,2023,LFL,GameWard,Team GO,1,"K'Sante,Graves,Syndra,Jhin,Nautilus","Jax,Maokai,Jayce,Kalista,Amumu","Badlulu,Eckas,twohoyrz,Peco,Raxxo","Ragner,Lyncas,Toucouille,Jezu,kamilius"
ESPORTSTMNT02_3139852,2023-01-27,2023,PRM,Unicorns of Love Sexy Edition,FC Schalke 04 Esports,1,"Gangplank,Maokai,Azir,Ashe,Lulu","Jax,Sejuani,Sylas,Jhin,Karma","Venour,Peach,Mask,Fun K3y,Lekcyc","Sacre,Afroboi,Simpli,Mishi,Seal"
ESPORTSTMNT02_3139857,2023-01-27,2023,PRM,Eintracht Frankfurt,GamerLegion,0,"Fiora,Wukong,Azir,Sivir,Karma","K'Sante,Viego,Akali,Ashe,Heimerdinger","Vertigo,Don Arts,ZaZee,DizL,Vaunted","Tracyn,Ferret,ESCIK,Asza,Visdom"
ESPORTSTMNT02_3139886,2023-01-27,2023,PRM,MOUZ NXT,NNO Prime,1,"Renekton,Maokai,Sylas,Jhin,Heimerdinger","K'Sante,Vi,Viktor,Varus,Ashe","Carlsen,Alexx,Sencux,Kynetic,Tore","Flamer,Lamabear,Matislaw,zamulek,DuaLL"
ESPORTSTMNT02_3140841,2023-01-27,2023,PRM,SK Gaming Prime,Eintracht Spandau,0,"K'Sante,Wukong,Syndra,Lucian,Nami","Jayce,Vi,Akali,Varus,Ashe","JNX,Lurox,FEBIVEN,Keduii,Prime","Pride,Zanzarah,Special,Smiley,Lilipp"
ESPORTSTMNT02_3141904,2023-01-27,2023,PRM,E WIE EINFACH E-SPORTS,Berlin International Gaming,0,"Sion,Wukong,Taliyah,Lucian,Nami","Gangplank,Vi,Orianna,Samira,Nautilus","Ventair,Obsess,Nite,Tazaku,Max1","Vizicsacsi,Rulfchen,Kaymin,HARPOON,Leon"
ESPORTSTMNT03_3089906,2023-01-27,2023,LCKC,Dplus Kia Challengers,Hanwha Life Esports Challengers,0,"Gnar,Viego,Kassadin,Caitlyn,Ashe","Jax,Maokai,Renekton,Varus,Heimerdinger","Thanatos,Lucid,Pullbae,Rahel,Loopy","Rooster,Guwon,Roamer,Lure,Duro"
ESPORTSTMNT03_3090828,2023-01-27,2023,LCKC,Hanwha Life Esports Challengers,Dplus Kia Challengers,0,"K'Sante,Bel'Veth,Ryze,Ezreal,Karma","Gnar,Wukong,Swain,Varus,Nautilus","Rooster,Guwon,Roamer,Lure,Duro","Thanatos,Lucid,Pullbae,Rahel,Loopy"
ESPORTSTMNT03_3090838,2023-01-27,2023,LCKC,KT Rolster Challengers,DRX Challengers,0,"Gnar,Maokai,Azir,Caitlyn,Lux","K'Sante,Sejuani,Yone,Jhin,Heimerdinger","Castle,HamBak,Feisty,Hype,Kice","Clear,Sponge,Starlit,Pleata,Piero"
ESPORTSTMNT03_3090845,2023-01-27,2023,LCKC,Hanwha Life Esports Challengers,Dplus Kia Challengers,0,"K'Sante,Vi,Taliyah,Lucian,Nami","Renekton,Lee Sin,Ryze,Zeri,Lulu","Rooster,Guwon,Roamer,Lure,Duro","Thanatos,Lucid,Pullbae,Rahel,Loopy"
ESPORTSTMNT03_3091856,2023-01-27,2023,LCKC,KT Rolster Challengers,DRX Challengers,0,"K'Sante,Sejuani,Orianna,Zeri,Lulu","Gwen,Wukong,Karma,Caitlyn,Heimerdinger","Castle,HamBak,Feisty,Hype,Kice","Clear,Sponge,SeTab,Pleata,Piero"
ESPORTSTMNT03_3092912,2023-01-30,2023,LCKC,Gen.G Global Academy,DN SOOPers Challengers,0,"Lee Sin,Sejuani,Ryze,Jhin,Yuumi","Gnar,Elise,Irelia,Caitlyn,Lux","Zest,Winner,Quid,Pdx,Lospa","Lancer,Courage,Cleaver,Bull,Andil"
ESPORTSTMNT03_3092934,2023-01-30,2023,LCKC,Dplus Kia Challengers,T1 Esports Academy,1,"Kennen,Sejuani,Swain,Lucian,Nami","Gnar,Vi,Azir,Zeri,Lulu","Thanatos,Lucid,Pullbae,Rahel,Loopy","Dal,Forest,Bay,Smash,Baut"
