game_id,date,year,league,blue_team,red_team,blue_win,blue_picks,red_picks,blue_players,red_players
ESPORTSTMNT02_3161627,2023-02-23,2023,LFL,Solary,Team BDS Academy,1,"Gnar,Wukong,Annie,Varus,Nautilus","Irelia,Sejuani,Azir,Ezreal,Ashe","Melonik,Shlatan,Peng,TakeSet,Steeelback","Agresivoo,MAXI,RKR,xMatty,Erdote"
ESPORTSTMNT02_3162183,2023-02-23,2023,LCKC,Liiv SANDBOX Youth,HANJIN BRION Challengers,0,"Gnar,Sejuani,Azir,Lucian,Nami","Renekton,Vi,Sylas,Zeri,Lulu","DDahyuk,Vincenzo,Guti,Diable,PlanB","Frim,Raptor,Ivory,Enosh,Pollu"
ESPORTSTMNT02_3162231,2023-02-23,2023,LCKC,Dplus Kia Challengers,Gen.G Global Academy,1,"Renekton,Sejuani,Taliyah,Sivir,Heimerdinger","Ornn,Vi,Sylas,Varus,Rakan","Thanatos,Lucid,Pullbae,Rahel,Loopy","Casting,Winner,Quid,Pdx,Lospa"
ESPORTSTMNT02_3162478,2023-02-23,2023,LFL,Team GO,Aegis,1,"Jax,Maokai,Orianna,Samira,Nautilus","Jayce,Sejuani,Azir,Draven,Braum","Ragner,Lyncas,Toucouille,Jezu,kamilius","Lot,SkewMond,Eika,Shiganari,Hantera"
ESPORTSTMNT02_3162514,2023-02-23,2023,LFL,Karmine Corp,GameWard,0,"Gnar,Elise,Jayce,Ziggs,Nautilus","Jax,Vi,Ryze,Xayah,Rakan","Cabochard,Skeanz,SAKEN,Kaori,whiteinn","Badlulu,Eckas,twohoyrz,Peco,Raxxo"
ESPORTSTMNT05_3217373,2023-02-23,2023,PRM,MOUZ NXT,GamerLegion,1,"Gnar,Sejuani,Azir,Ezreal,Karma","Renekton,Viego,Akali,Kai'Sa,Nautilus","Carlsen,Alexx,Sencux,Kynetic,Tore","Tracyn,Ferret,ESCIK,Asza,Visdom"
ESPORTSTMNT05_3219359,2023-02-23,2023,PRM,E WIE EINFACH E-SPORTS,Eintracht Frankfurt,1,"Jax,Jarvan IV,Syndra,Xayah,Rakan","Gragas,Elise,Tristana,Kai'Sa,Nautilus","Ventair,Obsess,Nite,Tazaku,Max1","Vertigo,Don Arts,ZaZee,DizL,Vaunted"
ESPORTSTMNT05_3219366,2023-02-23,2023,PRM,Eintracht Spandau,NNO Prime,1,"Sion,Vi,Akali,Varus,Caitlyn","Darius,Amumu,Azir,Sivir,Karma","Pride,Zanzarah,Special,Smiley,Lilipp","Flamer,Lamabear,Matislaw,zamulek,DuaLL"
ESPORTSTMNT05_3219368,2023-02-23,2023,PRM,Unicorns of Love Sexy Edition,Berlin International Gaming,1,"Fiora,Sejuani,Sylas,Kai'Sa,Rakan","Sion,Jarvan IV,Cassiopeia,Varus,Braum","Venour,Peach,Mask,Fun K3y,Lekcyc","Vizicsacsi,Rulfchen,Kaymin,HARPOON,Leon"
ESPORTSTMNT05_3219371,2023-02-23,2023,PRM,FC Schalke 04 Esports,SK Gaming Prime,1,"Ornn,Elise,Yone,Tristana,Annie","Renekton,Jarvan IV,Viktor,Varus,Soraka","Sacre,Afroboi,Simpli,Mishi,Seal","JNX,Lurox,FEBIVEN,Keduii,Prime"
ESPORTSTMNT02_3160904,2023-02-24,2023,LCKC,Hanwha Life Esports Challengers,DRX Challengers,1,"Gnar,Sejuani,Viktor,Varus,Karma","Gwen,Wukong,Azir,Zeri,Lulu","Rooster,Guwon,Roamer,Lure,Duro","Clear,Sponge,SeTab,Paduck,Piero"
ESPORTSTMNT02_3160929,2023-02-24,2023,LCKC,DRX Challengers,Hanwha Life Esports Challengers,1,"Renekton,Vi,Ryze,Caitlyn,Lux","Gragas,Lee Sin,Annie,Jhin,Heimerdinger","Clear,Sponge,SeTab,Paduck,Piero","Rooster,Guwon,Roamer,Lure,Duro"
ESPORTSTMNT02_3161869,2023-02-24,2023,LCKC,DN SOOPers Challengers,T1 Esports Academy,0,"Gangplank,Wukong,Annie,Draven,Nautilus","Jax,Taliyah,Ryze,Caitlyn,Braum","IlllIma,Courage,Cleaver,Bull,Andil","Dal,Forest,Bay,Smash,Baut"
ESPORTSTMNT02_3161887,2023-02-24,2023,LCKC,DN SOOPers Challengers,T1 Esports Academy,1,"Sion,Viego,Annie,Draven,Nautilus","Jayce,Trundle,Ryze,Caitlyn,Braum","IlllIma,Courage,Cleaver,Bull,Andil","Dal,Forest,Bay,Smash,Baut"
ESPORTSTMNT02_3161911,2023-02-24,2023,LCKC,T1 Esports Academy,DN SOOPers Challengers,0,"Fiora,Nidalee,Taliyah,Jhin,Ashe","Jax,Sejuani,Irelia,Varus,Pyke","Dal,Forest,Bay,Smash,Baut","IlllIma,Courage,Cleaver,Bull,Andil"
ESPORTSTMNT02_3161928,2023-02-24,2023,LCKC,Hanwha Life Esports Challengers,DRX Challengers,0,"Jax,Sejuani,Sylas,Ziggs,Pyke","Renekton,Vi,Akali,Varus,Nautilus","Rooster,Guwon,Roamer,Lure,Duro","Clear,Sponge,SeTab,Paduck,Piero"
ESPORTSTMNT03_3111230,2023-02-27,2023,LCKC,KT Rolster Challengers,T1 Esports Academy,1,"Gragas,Lee Sin,Azir,Caitlyn,Lux","K'Sante,Maokai,Viktor,Jhin,Heimerdinger","PerfecT,HamBak,Feisty,Hype,Kice","Dal,Forest,Bay,Smash,Baut"
ESPORTSTMNT03_3112193,2023-02-27,2023,LCKC,Liiv SANDBOX Youth,DRX Challengers,0,"Renekton,Vi,Annie,Xayah,Rakan","K'Sante,Sejuani,Azir,Zeri,Lulu","DDahyuk,Vincenzo,Guti,Diable,PlanB","Clear,Sponge,Starlit,Pleata,Piero"
ESPORTSTMNT03_3112198,2023-02-27,2023,LCKC,DN SOOPers Challengers,Nongshim Esports Academy,0,"Camille,Lee Sin,Annie,Draven,Nautilus","Gnar,Sejuani,Gragas,Zeri,Braum","IlllIma,Courage,Cleaver,Bull,Andil","Mihile,Sounda,Calix,Jiwoo,Luon"
ESPORTSTMNT03_3113173,2023-02-27,2023,LCKC,DRX Challengers,Liiv SANDBOX Youth,0,"Gangplank,Sejuani,Ryze,Lucian,Nami","Renekton,Vi,Ahri,Zeri,Lulu","Clear,Sponge,SeTab,Pleata,Piero","DDahyuk,Vincenzo,Guti,Diable,PlanB"
ESPORTSTMNT03_3113183,2023-02-27,2023,LCKC,DRX Challengers,Liiv SANDBOX Youth,1,"Gnar,Sejuani,Viktor,Lucian,Nami","K'Sante,Wukong,Akali,Zeri,Lulu","Clear,Sponge,SeTab,Pleata,Piero","DDahyuk,Vincenzo,Guti,Diable,PlanB"
ESPORTSTMNT03_3113204,2023-02-27,2023,LCKC,DN SOOPers Challengers,Nongshim Esports Academy,0,"Kennen,Lee Sin,Ryze,Draven,Nautilus","Gnar,Bel'Veth,Viktor,Nilah,Braum","IlllIma,Courage,Cleaver,Bull,Andil","Mihile,Sounda,Calix,Jiwoo,Luon"
ESPORTSTMNT03_3113208,2023-02-27,2023,LCKC,T1 Esports Academy,KT Rolster Challengers,1,"K'Sante,Sejuani,Annie,Zeri,Lulu","Renekton,Vi,Azir,Lucian,Nami","Dal,Forest,Bay,Smash,Baut","Castle,HamBak,Feisty,Hype,Kice"
ESPORTSTMNT03_3113228,2023-02-27,2023,LCKC,T1 Esports Academy,KT Rolster Challengers,1,"Fiora,Sejuani,Viktor,Nilah,Annie","Renekton,Lee Sin,Azir,Zeri,Lulu","Dal,Forest,Bay,Smash,Baut","PerfecT,HamBak,Feisty,Hype,Kice"
ESPORTSTMNT03_3111361,2023-02-28,2023,LCKC,Gen.G Global Academy,Hanwha Life Esports Challengers,0,"Renekton,Sejuani,Akali,Jhin,Rakan","K'Sante,Lee Sin,Sylas,Varus,Annie","Casting,Winner,Quid,Pdx,Lospa","Rooster,Guwon,Loki,Lure,Duro"
ESPORTSTMNT03_3111401,2023-02-28,2023,LCKC,Dplus Kia Challengers,HANJIN BRION Challengers,1,"Ornn,Wukong,Lissandra,Varus,Nautilus","Renekton,Lee Sin,Azir,Lucian,Nami","Thanatos,Lucid,Pullbae,Rahel,Loopy","Frim,Raptor,Ivory,Enosh,Pollu"
ESPORTSTMNT03_3112372,2023-02-28,2023,LCKC,Dplus Kia Challengers,HANJIN BRION Challengers,1,"Camille,Lee Sin,Ryze,Varus,Nautilus","Gnar,Wukong,Azir,Zeri,Lulu","Thanatos,Lucid,Pullbae,Rahel,Loopy","Frim,Raptor,Ivory,Enosh,Gyosoo"
ESPORTSTMNT03_3113362,2023-02-28,2023,LCKC,Gen.G Global Academy,Hanwha Life Esports Challengers,0,"K'Sante,Sejuani,Sylas,Jhin,Rakan","Renekton,Lee Sin,Akali,Varus,Renata Glasc","Zest,Winner,Quid,Pdx,Lospa","Rooster,Guwon,Loki,Lure,Duro"
ESPORTSTMNT03_3113386,2023-02-28,2023,LCKC,HANJIN BRION Challengers,Dplus Kia Challengers,1,"Sion,Maokai,Syndra,Zeri,Lulu","Renekton,Wukong,Kassadin,Draven,Annie","Frim,Raptor,Ivory,Enosh,Pollu","Thanatos,Lucid,Pullbae,Rahel,Loopy"
ESPORTSTMNT02_3169138,2023-03-01,2023,LFL,Karmine Corp,Team BDS Academy,0,"Olaf,Elise,Gragas,Xayah,Nautilus","Jayce,Nidalee,Karma,Zeri,Braum","Cabochard,Skeanz,SAKEN,Kaori,whiteinn","Agresivoo,MAXI,RKR,xMatty,Erdote"
ESPORTSTMNT02_3170084,2023-03-01,2023,LFL,GameWard,Vitality.Bee,0,"Fiora,Gragas,Azir,Caitlyn,Lux","Ornn,Wukong,Ahri,Xayah,Nautilus","Badlulu,Eckas,twohoyrz,Peco,Raxxo","PatkicaA,Daglas,Czajek,Innaxe,JACTROLL"
ESPORTSTMNT02_3171007,2023-03-01,2023,LFL,Aegis,BK ROG Esports,1,"Gragas,Vi,Orianna,Aphelios,Annie","Jax,Sejuani,Azir,Zeri,Lulu","Lot,SkewMond,Eika,Shiganari,Hantera","Howling,Pridestalkr,Czekolad,Trigger,Veignorem"
ESPORTSTMNT02_3171090,2023-03-01,2023,LFL,Team GO,LDLC OL,0,"Jax,Lillia,Jayce,Yasuo,Rell","Gragas,Sejuani,Yone,Zeri,Rakan","Ragner,Lyncas,Toucouille,Jezu,kamilius","Kryze,White,Backlund,Jeskla,Zoelys"
ESPORTSTMNT02_3171112,2023-03-01,2023,LFL,IziDream,Solary,1,"Gnar,Gragas,Jayce,Sivir,Ashe","Jax,Wukong,Lissandra,Varus,Nautilus","Kio,Djoko,Milica,Bung,Twiizt","Melonik,Shlatan,Peng,TakeSet,Steeelback"
ESPORTSTMNT02_3169350,2023-03-02,2023,LFL,Team GO,BK ROG Esports,1,"Gragas,Kindred,Annie,Xayah,Rakan","Renekton,Sejuani,Cassiopeia,Aphelios,Nautilus","Ragner,Lyncas,Toucouille,Jezu,kamilius","Howling,Pridestalkr,Czekolad,Trigger,Veignorem"
ESPORTSTMNT02_3169392,2023-03-02,2023,LFL,Team BDS Academy,Vitality.Bee,1,"Yone,Maokai,Annie,Zeri,Lulu","Sion,Elise,Jayce,Varus,Thresh","Agresivoo,MAXI,RKR,xMatty,Erdote","PatkicaA,Daglas,Czajek,Innaxe,JACTROLL"
ESPORTSTMNT02_3169427,2023-03-02,2023,LFL,Aegis,GameWard,1,"Jax,Jarvan IV,Gragas,Aphelios,Nautilus","Gnar,Vi,Syndra,Zeri,Rakan","Lot,SkewMond,Eika,Shiganari,Hantera","Badlulu,Eckas,twohoyrz,Peco,Raxxo"
ESPORTSTMNT02_3170359,2023-03-02,2023,LFL,Karmine Corp,IziDream,1,"Sion,Lee Sin,LeBlanc,Sivir,Rakan","Gnar,Gragas,Jayce,Ezreal,Amumu","Cabochard,Skeanz,SAKEN,Kaori,whiteinn","Kio,Djoko,Milica,Bung,Twiizt"
ESPORTSTMNT02_3171365,2023-03-02,2023,LFL,LDLC OL,Solary,1,"Jax,Lee Sin,Annie,Xayah,Thresh","Gragas,Wukong,Veigar,Zeri,Rakan","Kryze,White,Backlund,Jeskla,Zoelys","Melonik,Shlatan,Peng,TakeSet,Steeelback"
ESPORTSTMNT03_3111864,2023-03-02,2023,LCKC,Liiv SANDBOX Youth,T1 Esports Academy,0,"Renekton,Vi,Ahri,Draven,Annie","Jayce,Lee Sin,Ryze,Aphelios,Thresh","DDahyuk,Vincenzo,Guti,Diable,PlanB","Dal,Forest,Bay,Smash,Baut"
ESPORTSTMNT03_3111865,2023-03-02,2023,LCKC,HANJIN BRION Challengers,Hanwha Life Esports Challengers,1,"Gragas,Maokai,Tristana,Zeri,Nautilus","Renekton,Lee Sin,Akali,Xayah,Lulu","Frim,Raptor,Ivory,Enosh,Pollu","Rooster,Guwon,Loki,Lure,Duro"
ESPORTSTMNT03_3111876,2023-03-02,2023,LCKC,Liiv SANDBOX Youth,T1 Esports Academy,0,"Gnar,Viego,Annie,Lucian,Nami","Renekton,Lee Sin,Ryze,Xayah,Nautilus","DDahyuk,Vincenzo,Guti,Diable,PlanB","Dal,Forest,Bay,Smash,Baut"
ESPORTSTMNT03_3111878,2023-03-02,2023,LCKC,Hanwha Life Esports Challengers,HANJIN BRION Challengers,1,"Renekton,Lee Sin,Sylas,Aphelios,Thresh","Sion,Maokai,Tristana,Varus,Leona","Rooster,Guwon,Loki,Lure,Duro","Frim,Raptor,Ivory,Enosh,Pollu"
ESPORTSTMNT03_3112837,2023-03-02,2023,LCKC,DRX Challengers,DN SOOPers Challengers,1,"Gragas,Wukong,Akali,Caitlyn,Heimerdinger","Jax,Lee Sin,Ahri,Draven,Nautilus","Clear,Sponge,SeTab,Pleata,Piero","IlllIma,Courage,Cleaver,Bull,Andil"
ESPORTSTMNT03_3113859,2023-03-02,2023,LCKC,DN SOOPers Challengers,DRX Challengers,0,"K'Sante,Viego,Annie,Draven,Nautilus","Gwen,Lee Sin,Ryze,Varus,Heimerdinger","IlllIma,Courage,Cleaver,Bull,Andil","Clear,Sponge,SeTab,Pleata,Piero"
ESPORTSTMNT03_3113876,2023-03-02,2023,LCKC,Hanwha Life Esports Challengers,HANJIN BRION Challengers,1,"Gwen,Lee Sin,Yone,Aphelios,Thresh","Sion,Maokai,Jayce,Varus,Karma","Rooster,Guwon,Loki,Lure,Duro","Frim,Raptor,Ivory,Enosh,Pollu"
ESPORTSTMNT05_3217497,2023-03-02,2023,PRM,GamerLegion,Eintracht Frankfurt,1,"Renekton,Sejuani,Orianna,Xayah,Rakan","Kled,Wukong,Annie,Jinx,Leona","Tracyn,Ferret,ESCIK,Asza,Visdom","Vertigo,Don Arts,ZaZee,DizL,Vaunted"
ESPORTSTMNT05_3217509,2023-03-02,2023,PRM,SK Gaming Prime,Eintracht Spandau,1,"Urgot,Sejuani,Taliyah,Samira,Nautilus","Sion,Maokai,Gragas,Varus,Braum","JNX,Lurox,FEBIVEN,Keduii,Prime","Pride,Zanzarah,Special,Smiley,Lilipp"
ESPORTSTMNT05_3217517,2023-03-02,2023,PRM,E WIE EINFACH E-SPORTS,Berlin International Gaming,0,"Gnar,Jarvan IV,Annie,Xayah,Rakan","Camille,Poppy,Cassiopeia,Sivir,Lulu","Ventair,Obsess,Nite,Tazaku,Max1","Vizicsacsi,Rulfchen,Kaymin,HARPOON,Leon"
ESPORTSTMNT05_3218507,2023-03-02,2023,PRM,Unicorns of Love Sexy Edition,FC Schalke 04 Esports,0,"Fiora,Elise,Azir,Caitlyn,Heimerdinger","Gangplank,Jarvan IV,Gragas,Xayah,Rakan","Venour,Peach,Mask,Sayna,Lekcyc","Sacre,Afroboi,Simpli,Mishi,Seal"
ESPORTSTMNT05_3219500,2023-03-02,2023,PRM,MOUZ NXT,NNO Prime,1,"Gragas,Jarvan IV,Renekton,Seraphine,Rakan","Jax,Vi,Sylas,Varus,Heimerdinger","Carlsen,Alexx,Sencux,Kynetic,Tore","Flamer,Lamabear,Matislaw,zamulek,DuaLL"
ESPORTSTMNT02_3169570,2023-03-03,2023,LFL,BK ROG Esports,LDLC OL,1,"Cho'Gath,Vi,Azir,Sivir,Ashe","Sion,Jarvan IV,Sylas,Varus,Heimerdinger","Howling,Pridestalkr,Czekolad,Trigger,Veignorem","Kryze,White,Backlund,Jeskla,Zoelys"
ESPORTSTMNT02_3169592,2023-03-03,2023,LFL,Aegis,Team BDS Academy,1,"Sion,Wukong,Annie,Sivir,Leona","Yone,Graves,Gragas,Xayah,Karma","Lot,SkewMond,Eika,Shiganari,Hantera","Agresivoo,MAXI,RKR,xMatty,Erdote"
ESPORTSTMNT02_3169628,2023-03-03,2023,LFL,IziDream,Vitality.Bee,0,"Olaf,Lee Sin,Gragas,Ezreal,Karma","K'Sante,Wukong,Ahri,Xayah,Nautilus","Kio,Djoko,Milica,Bung,Twiizt","PatkicaA,Daglas,Czajek,Innaxe,JACTROLL"
ESPORTSTMNT02_3170598,2023-03-03,2023,LFL,Solary,Karmine Corp,1,"Sion,Viego,Annie,Sivir,Ashe","K'Sante,Lee Sin,Ryze,Xayah,Leona","Melonik,Shlatan,Peng,TakeSet,Steeelback","Cabochard,Skeanz,SAKEN,Kaori,whiteinn"
ESPORTSTMNT02_3171575,2023-03-03,2023,LFL,Team GO,GameWard,1,"K'Sante,Lee Sin,Annie,Caitlyn,Lux","Jax,Sejuani,Viktor,Xayah,Nautilus","Ragner,Lyncas,Toucouille,Jezu,kamilius","Badlulu,Eckas,twohoyrz,Peco,Raxxo"
ESPORTSTMNT03_3114237,2023-03-03,2023,LCKC,KT Rolster Challengers,Dplus Kia Challengers,1,"Jayce,Lee Sin,Ryze,Zeri,Lulu","Gragas,Vi,Ahri,Aphelios,Nautilus","PerfecT,HamBak,Feisty,Hype,Way","Thanatos,Lucid,Pullbae,Rahel,Loopy"
ESPORTSTMNT03_3114238,2023-03-03,2023,LCKC,Nongshim Esports Academy,Gen.G Global Academy,1,"Gnar,Wukong,Gragas,Zeri,Lulu","Lee Sin,Sejuani,Taliyah,Varus,Rakan","Mihile,Sounda,Calix,Jiwoo,Luon","Zest,Winner,Quid,Pdx,Lospa"
ESPORTSTMNT03_3114248,2023-03-03,2023,LCKC,Dplus Kia Challengers,KT Rolster Challengers,0,"Camille,Sejuani,Azir,Nilah,Nautilus","Fiora,Vi,Ryze,Zeri,Lulu","Thanatos,Lucid,Pullbae,Rahel,Loopy","Castle,HamBak,Feisty,Hype,Kice"
ESPORTSTMNT03_3115232,2023-03-03,2023,LCKC,Gen.G Global Academy,Nongshim Esports Academy,0,"Gnar,Lee Sin,LeBlanc,Lucian,Nami","K'Sante,Elise,Viktor,Nilah,Rell","Zest,Winner,Quid,Pdx,Lospa","Mihile,Sounda,Calix,Jiwoo,Luon"
ESPORTSTMNT05_3218515,2023-03-03,2023,PRM,Eintracht Frankfurt,NNO Prime,1,"Riven,Sejuani,Azir,Varus,Ashe","Jax,Lillia,Jayce,Zeri,Rakan","Vertigo,Don Arts,ZaZee,DizL,Vaunted","Flamer,Lamabear,Matislaw,zamulek,DuaLL"
ESPORTSTMNT05_3218523,2023-03-03,2023,PRM,SK Gaming Prime,MOUZ NXT,1,"Gangplank,Maokai,Azir,Samira,Nautilus","Gnar,Jarvan IV,Gragas,Varus,Rakan","JNX,Lurox,FEBIVEN,Keduii,Prime","Carlsen,Alexx,Sencux,Kynetic,Tore"
ESPORTSTMNT05_3219527,2023-03-03,2023,PRM,GamerLegion,E WIE EINFACH E-SPORTS,1,"Ornn,Xin Zhao,Azir,Xayah,Thresh","Gnar,Jarvan IV,Corki,Ziggs,Rakan","Tracyn,Ferret,ESCIK,Asza,Visdom","Ventair,Obsess,Nite,Tazaku,Max1"
ESPORTSTMNT05_3219533,2023-03-03,2023,PRM,Eintracht Spandau,Unicorns of Love Sexy Edition,0,"Ornn,Elise,Tristana,Caitlyn,Pyke","Gangplank,Maokai,Jayce,Jhin,Nautilus","Pride,Zanzarah,Special,Smiley,Lilipp","Venour,Peach,Mask,Fun K3y,Lekcyc"
ESPORTSTMNT05_3219537,2023-03-03,2023,PRM,FC Schalke 04 Esports,Berlin International Gaming,0,"Jayce,Elise,Gragas,Varus,Soraka","Ornn,Sejuani,Vex,Xayah,Rakan","Sacre,Afroboi,Simpli,Mishi,Seal","Vizicsacsi,Rulfchen,Kaymin,HARPOON,Leon"
ESPORTSTMNT05_3217554,2023-03-05,2023,PRM,GamerLegion,NNO Prime,1,"Renekton,Sejuani,Azir,Zeri,Rakan","Ornn,Vi,Xerath,Varus,Soraka","Tracyn,Ferret,ESCIK,Asza,Visdom","Flamer,Lamabear,Matislaw,zamulek,DuaLL"
ESPORTSTMNT05_3217559,2023-03-05,2023,PRM,Eintracht Spandau,Berlin International Gaming,1,"Renekton,Sejuani,Azir,Varus,Rakan","Ornn,Wukong,Annie,Kalista,Rell","Pride,Zanzarah,Special,Smiley,Lilipp","Vizicsacsi,Rulfchen,Kaymin,HARPOON,Leon"
ESPORTSTMNT05_3217561,2023-03-05,2023,PRM,MOUZ NXT,Unicorns of Love Sexy Edition,0,"Gnar,Jarvan IV,Akali,Caitlyn,Karma","Fiora,Maokai,LeBlanc,Jhin,Ashe","Carlsen,Alexx,Sencux,Kynetic,Tore","Venour,Peach,Mask,Fun K3y,Lekcyc"
ESPORTSTMNT05_3218547,2023-03-05,2023,PRM,E WIE EINFACH E-SPORTS,FC Schalke 04 Esports,0,"Sion,Maokai,Azir,Sivir,Renata Glasc","Gragas,Jarvan IV,Kassadin,Varus,Leona","Ventair,Obsess,Nite,Tazaku,Max1","Sacre,Afroboi,Simpli,Mishi,Seal"
ESPORTSTMNT05_3219553,2023-03-05,2023,PRM,SK Gaming Prime,Eintracht Frankfurt,1,"Sion,Vi,Cassiopeia,Kalista,Nautilus","Darius,Wukong,Taliyah,Xayah,Leona","JNX,Lurox,FEBIVEN,Keduii,Prime","Vertigo,Don Arts,ZaZee,DizL,Vaunted"
ESPORTSTMNT03_3117580,2023-03-06,2023,LCKC,Dplus Kia Challengers,Hanwha Life Esports Challengers,1,"Ornn,Lee Sin,Sylas,Sivir,Heimerdinger","Renekton,Gragas,Yone,Varus,Senna","Thanatos,Lucid,Pullbae,Rahel,Loopy","Rooster,Guwon,Loki,Lure,Duro"
ESPORTSTMNT03_3117608,2023-03-06,2023,LCKC,DRX Challengers,HANJIN BRION Challengers,1,"Renekton,Sejuani,Ryze,Aphelios,Thresh","Gragas,Wukong,Viktor,Zeri,Lulu","Clear,Sponge,SeTab,Pleata,Piero","Frim,Raptor,Ivory,Enosh,Pollu"
ESPORTSTMNT03_3118598,2023-03-06,2023,LCKC,Hanwha Life Esports Challengers,Dplus Kia Challengers,0,"K'Sante,Sejuani,Akali,Aphelios,Thresh","Renekton,Lee Sin,LeBlanc,Varus,Leona","Rooster,Guwon,Loki,Lure,Duro","Thanatos,Lucid,Pullbae,Rahel,Loopy"
ESPORTSTMNT03_3118632,2023-03-06,2023,LCKC,DRX Challengers,HANJIN BRION Challengers,1,"Renekton,Sejuani,Azir,Aphelios,Thresh","Gragas,Wukong,Taliyah,Zeri,Lulu","Clear,Sponge,SeTab,Pleata,Piero","Frim,Raptor,Ivory,Enosh,Pollu"
ESPORTSTMNT03_3118654,2023-03-06,2023,LCKC,T1 Esports Academy,Nongshim Esports Academy,1,"Gwen,Viego,Gragas,Varus,Heimerdinger","Renekton,Wukong,Irelia,Cho'Gath,Senna","Dal,Forest,Bay,Smash,Baut","Mihile,Sounda,Calix,Jiwoo,Luon"
ESPORTSTMNT03_3118662,2023-03-06,2023,LCKC,Nongshim Esports Academy,T1 Esports Academy,1,"Gnar,Elise,Ornn,Zeri,Lulu","Jayce,Viego,Gragas,Aphelios,Thresh","Mihile,Sounda,Calix,Jiwoo,Luon","Dal,Forest,Bay,Smash,Baut"
ESPORTSTMNT03_3119620,2023-03-06,2023,LCKC,Nongshim Esports Academy,T1 Esports Academy,1,"Renekton,Wukong,Gragas,Veigar,Rakan","Sion,Lee Sin,Taliyah,Caitlyn,Lux","Mihile,Sounda,Calix,Jiwoo,Luon","Dal,Forest,Bay,Smash,Baut"
ESPORTSTMNT03_3120048,2023-03-07,2023,LCKC,Liiv SANDBOX Youth,DN SOOPers Challengers,1,"K'Sante,Sejuani,Sylas,Aphelios,Nautilus","Gragas,Vi,Akali,Varus,Karma","DDahyuk,Vincenzo,Guti,Diable,PlanB","IlllIma,Courage,Cleaver,Bull,Andil"
ESPORTSTMNT03_3120054,2023-03-07,2023,LCKC,DN SOOPers Challengers,Liiv SANDBOX Youth,1,"Gragas,Wukong,Akali,Xayah,Rakan","Renekton,Vi,Azir,Zeri,Lulu","IlllIma,Courage,Cleaver,Bull,Andil","DDahyuk,Vincenzo,Guti,Diable,PlanB"
ESPORTSTMNT03_3120096,2023-03-07,2023,LCKC,Gen.G Global Academy,KT Rolster Challengers,1,"Gnar,Sejuani,Azir,Xayah,Rakan","Renekton,Vi,Viktor,Aphelios,Lulu","Zest,Winner,Quid,Pdx,Lospa","PerfecT,HamBak,Feisty,Hype,Way"
ESPORTSTMNT03_3120132,2023-03-07,2023,LCKC,KT Rolster Challengers,Gen.G Global Academy,1,"Jax,Sejuani,Ryze,Xayah,Rakan","Renekton,Lee Sin,Taliyah,Aphelios,Renata Glasc","PerfecT,HamBak,Feisty,Hype,Way","Zest,Winner,Quid,Pdx,Lospa"
ESPORTSTMNT03_3121017,2023-03-07,2023,LCKC,Liiv SANDBOX Youth,DN SOOPers Challengers,0,"Sejuani,Vi,Taliyah,Xayah,Rakan","Gragas,Lee Sin,Ahri,Draven,Kalista","DDahyuk,Vincenzo,Guti,Diable,PlanB","IlllIma,Courage,Cleaver,Bull,Andil"
ESPORTSTMNT03_3122061,2023-03-07,2023,LCKC,Gen.G Global Academy,KT Rolster Challengers,0,"Ornn,Gragas,Lee Sin,Aphelios,Rakan","Jayce,Sejuani,Sylas,Xayah,Nautilus","Zest,Winner,Quid,Pdx,Lospa","Castle,HamBak,Feisty,Hype,Kice"
ESPORTSTMNT06_2773240,2023-03-08,2023,LFL,Team GO,Team BDS Academy,0,"Ornn,Gragas,Jayce,Aphelios,Nautilus","Sejuani,Viego,Viktor,Xayah,Ashe","Ragner,Lyncas,Toucouille,Jezu,kamilius","Agresivoo,MAXI,RKR,xMatty,Erdote"
ESPORTSTMNT06_2773263,2023-03-08,2023,LFL,GameWard,BK ROG Esports,0,"K'Sante,Sejuani,Orianna,Aphelios,Nautilus","Darius,Gragas,Jayce,Zeri,Leona","Badlulu,Eckas,twohoyrz,Peco,Raxxo","Howling,Pridestalkr,Czekolad,Trigger,Veignorem"
ESPORTSTMNT06_2773270,2023-03-08,2023,LFL,Aegis,IziDream,1,"Sion,Wukong,Gragas,Aphelios,Rakan","Jax,Sejuani,Syndra,Xayah,Nautilus","Lot,SkewMond,Eika,Shiganari,Hantera","Kio,Djoko,Milica,Bung,Twiizt"
ESPORTSTMNT06_2774262,2023-03-08,2023,LFL,Solary,Vitality.Bee,0,"Gnar,Viego,Annie,Aphelios,Thresh","Malphite,Lee Sin,Aurelion Sol,Xayah,Rakan","Melonik,Shlatan,Peng,TakeSet,Steeelback","PatkicaA,Daglas,Czajek,Innaxe,JACTROLL"
ESPORTSTMNT06_2775235,2023-03-08,2023,LFL,LDLC OL,Karmine Corp,0,"Jax,Sejuani,Yone,Aphelios,Thresh","Malphite,Vi,Viktor,Xayah,Rakan","Kryze,White,Backlund,Jeskla,Zoelys","Cabochard,Skeanz,SAKEN,Kaori,whiteinn"
ESPORTSTMNT03_3120993,2023-03-09,2023,LCKC,Dplus Kia Challengers,Nongshim Esports Academy,1,"Gnar,Elise,Azir,Caitlyn,Lux","K'Sante,Viego,Gragas,Veigar,Nautilus","Thanatos,Lucid,Pullbae,Rahel,Loopy","Mihile,Sounda,Calix,Jiwoo,Luon"
