game_id,tournament,year,blue_team,red_team,blue_picks,red_picks,blue_players,red_players,first_to_five,blue_time,red_time,is_ambiguous,blue_kills10,red_kills10,blue_kills15,red_kills15,blue_kills20,red_kills20,blue_kills25,red_kills25,blue_golddiff10,red_golddiff10,blue_fb,blue_ckpm,red_ckpm
ESPORTSTMNT01_3300956,LCKC,2023,Dplus Kia Challengers,KT Rolster Challengers,"Jayce,Wukong,Ryze,Ezreal,Karma","Irelia,Sejuani,Syndra,Varus,Heimerdinger","Thanatos,Lucid,Pullbae,Rahel,Loopy","Castle,HamBak,Feisty,Hype,Kice",blue,15.0,30.0,0,4.0,3.0,5.0,3.0,6.0,3.0,7.0,4.0,258.0,-258.0,0.0,0.6116,0.6116
ESPORTSTMNT01_3301911,LCKC,2023,KT Rolster Challengers,Dplus Kia Challengers,"Jax,Poppy,Ryze,Zeri,Lulu","K'Sante,Lee Sin,Swain,Lucian,Nami","Castle,HamBak,Feisty,Hype,Kice","Thanatos,Lucid,Pullbae,Rahel,Loopy",red,25.0,25.0,1,0.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,-1264.0,1264.0,0.0,0.705,0.705
ESPORTSTMNT01_3301928,LCKC,2023,Dplus Kia Challengers,KT Rolster Challengers,"Jayce,Wukong,Ryze,Ezreal,Karma","Ornn,Viego,Azir,Varus,Heimerdinger","Thanatos,Lucid,Pullbae,Rahel,Loopy","Castle,HamBak,Feisty,Hype,Kice",red,30.0,30.0,0,0.0,0.0,1.0,2.0,2.0,4.0,2.0,4.0,-463.0,463.0,0.0,0.4472,0.4472
ESPORTSTMNT01_3301957,LCKC,2023,T1 Esports Academy,Hanwha Life Esports Challengers,"Jax,Graves,Galio,Draven,Heimerdinger","K'Sante,Wukong,Ryze,Jhin,Senna","Dal,Forest,Bay,Smash,Baut","Rooster,Guwon,Roamer,Lure,Duro",red,30.0,25.0,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,12.0,-12.0,0.0,0.5625,0.5625
ESPORTSTMNT01_3302863,LCKC,2023,Hanwha Life Esports Challengers,T1 Esports Academy,"Gnar,Maokai,Ryze,Jhin,Senna","K'Sante,Vi,Ahri,Sivir,Heimerdinger","Rooster,Guwon,Roamer,Lure,Duro","Dal,Forest,Bay,Smash,Baut",blue,25.0,30.0,0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,4.0,805.0,-805.0,0.0,0.6376,0.6376
ESPORTSTMNT01_3302900,LCKC,2023,DN SOOPers Challengers,Nongshim Esports Academy,"Jax,Elise,Sylas,Varus,Nautilus","Renekton,Sejuani,Akali,Xayah,Braum","Lancer,Courage,Cleaver,Bull,Andil","Mihile,Sounda,Calix,Jiwoo,Luon",red,30.0,20.0,0,0.0,2.0,1.0,4.0,2.0,11.0,2.0,19.0,-1873.0,1873.0,0.0,0.856,0.856
ESPORTSTMNT01_3303014,LCKC,2023,Nongshim Esports Academy,DN SOOPers Challengers,"K'Sante,Wukong,Sylas,Nilah,Nautilus","Gnar,Sejuani,Yone,Lucian,Nami","Mihile,Sounda,Calix,Jiwoo,Luon","Lancer,Courage,Cleaver,Bull,Andil",red,30.0,15.0,0,1.0,2.0,1.0,6.0,5.0,7.0,12.0,7.0,-1121.0,1121.0,1.0,0.8009,0.8009
ESPORTSTMNT01_3303498,LCKC,2023,HANJIN BRION Challengers,DRX Challengers,"Sion,Wukong,Azir,Jhin,Ashe","Camille,Sejuani,Sylas,Varus,Pyke","Frim,Raptor,Ivory,Gamin,Pollu","Clear,Sponge,SeTab,Pleata,Piero",blue,30.0,30.0,0,1.0,0.0,1.0,1.0,3.0,3.0,4.0,3.0,113.0,-113.0,1.0,0.5008,0.5008
ESPORTSTMNT01_3303516,LCKC,2023,Liiv SANDBOX Youth,Gen.G Global Academy,"K'Sante,Maokai,Taliyah,Xayah,Ashe","Renekton,Sylas,Sejuani,Samira,Amumu","DDahyuk,Vincenzo,Guti,Diable,PlanB","Zest,Winner,Quid,Pdx,Lospa",red,15.0,15.0,1,3.0,3.0,7.0,5.0,7.0,5.0,13.0,12.0,-521.0,521.0,0.0,0.9298,0.9298
ESPORTSTMNT01_3303528,LCKC,2023,Gen.G Global Academy,Liiv SANDBOX Youth,"K'Sante,Sejuani,Azir,Jhin,Leona","Fiora,Maokai,Sylas,Varus,Heimerdinger","Zest,Winner,Quid,Pdx,Lospa","DDahyuk,Vincenzo,Guti,Diable,PlanB",red,30.0,20.0,0,1.0,2.0,1.0,3.0,1.0,6.0,3.0,11.0,-4.0,4.0,1.0,0.7423,0.7423
ESPORTSTMNT01_3304452,LCKC,2023,Gen.G Global Academy,Liiv SANDBOX Youth,"Renekton,Maokai,Jayce,Varus,Soraka","K'Sante,Wukong,Azir,Zeri,Heimerdinger","Zest,Winner,Quid,Pdx,Lospa","DDahyuk,Vincenzo,Guti,Diable,PlanB",blue,20.0,30.0,0,1.0,0.0,4.0,2.0,6.0,3.0,10.0,5.0,612.0,-612.0,1.0,0.7982,0.7982
ESPORTSTMNT01_3305355,LCKC,2023,DRX Challengers,HANJIN BRION Challengers,"Renekton,Maokai,Azir,Zeri,Lulu","Sion,Nidalee,Yone,Jhin,Heimerdinger","Clear,Sponge,SeTab,Pleata,Piero","Frim,Raptor,Ivory,Gamin,Pollu",red,30.0,30.0,0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,10.0,-10.0,0.0,0.5061,0.5061
ESPORTSTMNT01_3306427,LCKC,2023,Liiv SANDBOX Youth,Hanwha Life Esports Challengers,"K'Sante,Maokai,Tristana,Varus,Heimerdinger","Jayce,Sejuani,Syndra,Jhin,Senna","DDahyuk,Vincenzo,Guti,Diable,PlanB","Rooster,Guwon,Roamer,Lure,Duro",blue,20.0,20.0,1,3.0,3.0,3.0,4.0,5.0,9.0,6.0,11.0,381.0,-381.0,1.0,0.8864,0.8864
ESPORTSTMNT01_3306451,LCKC,2023,DRX Challengers,T1 Esports Academy,"Gwen,Maokai,Yone,Lucian,Nami","K'Sante,Sejuani,Ryze,Aphelios,Nautilus","Clear,Sponge,SeTab,Pleata,Piero","Dal,Forest,Bay,Smash,Baut",red,30.0,15.0,0,0.0,2.0,1.0,7.0,3.0,12.0,8.0,14.0,-1828.0,1828.0,0.0,1.0105,1.0105
ESPORTSTMNT01_3306454,LCKC,2023,KT Rolster Challengers,Nongshim Esports Academy,"Gragas,Viego,Syndra,Varus,Heimerdinger","Jax,Wukong,Viktor,Vayne,Jhin","Castle,HamBak,Feisty,Hype,Kice","Mihile,Sounda,Calix,Jiwoo,Luon",blue,30.0,30.0,0,2.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,4017.0,-4017.0,1.0,0.2996,0.2996
ESPORTSTMNT01_3307381,LCKC,2023,T1 Esports Academy,DRX Challengers,"Renekton,Sejuani,Taliyah,Aphelios,Nautilus","Ornn,Wukong,Ryze,Zeri,Lulu","Dal,Forest,Bay,Smash,Baut","Clear,Sponge,SeTab,Pleata,Piero",blue,15.0,30.0,0,1.0,1.0,5.0,2.0,8.0,2.0,10.0,2.0,415.0,-415.0,0.0,0.6203,0.6203
ESPORTSTMNT01_3307389,LCKC,2023,Hanwha Life Esports Challengers,Liiv SANDBOX Youth,"Gnar,Elise,Sion,Ziggs,Pyke","Ornn,Nidalee,Tristana,Caitlyn,Lux","Rooster,Guwon,Roamer,Lure,Duro","DDahyuk,Vincenzo,Guti,Diable,PlanB",blue,15.0,30.0,0,4.0,1.0,5.0,1.0,6.0,1.0,0.0,0.0,4476.0,-4476.0,1.0,0.5761,0.5761
ESPORTSTMNT01_3307398,LCKC,2023,Hanwha Life Esports Challengers,Liiv SANDBOX Youth,"Gnar,Maokai,Ryze,Jhin,Leona","K'Sante,Nidalee,Tristana,Varus,Karma","Rooster,Guwon,Roamer,Lure,Duro","DDahyuk,Vincenzo,Guti,Diable,PlanB",blue,15.0,15.0,1,3.0,3.0,6.0,6.0,7.0,6.0,9.0,7.0,-611.0,611.0,1.0,0.7772,0.7772
ESPORTSTMNT01_3307965,LCKC,2023,Dplus Kia Challengers,DN SOOPers Challengers,"K'Sante,Wukong,Lissandra,Lucian,Nami","Jayce,Maokai,Yone,Draven,Amumu","Thanatos,Lucid,Pullbae,Rahel,Loopy","Lancer,Courage,Cleaver,Bull,Andil",red,30.0,15.0,0,0.0,3.0,2.0,5.0,7.0,6.0,11.0,7.0,-1529.0,1529.0,0.0,0.8727,0.8727
ESPORTSTMNT01_3307967,LCKC,2023,Gen.G Global Academy,HANJIN BRION Challengers,"Renekton,Elise,Tristana,Caitlyn,Lux","Sion,Nidalee,Sett,Varus,Heimerdinger","Casting,Winner,Quid,Pdx,Lospa","Frim,Raptor,Ivory,Gamin,Pollu",red,30.0,15.0,0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,363.0,-363.0,1.0,0.6327,0.6327
ESPORTSTMNT01_3308319,LCKC,2023,KT Rolster Challengers,Nongshim Esports Academy,"Gnar,Elise,Syndra,Xayah,Alistar","Renekton,Wukong,Ryze,Nilah,Rell","Castle,HamBak,Feisty,Hype,Kice","Mihile,Sounda,Callme,Jiwoo,Luon",blue,25.0,30.0,0,3.0,0.0,3.0,2.0,3.0,3.0,8.0,3.0,1293.0,-1293.0,1.0,0.6195,0.6195
ESPORTSTMNT01_3308320,LCKC,2023,DRX Challengers,T1 Esports Academy,"Gnar,Sejuani,Akali,Sivir,Ashe","K'Sante,Maokai,Azir,Ezreal,Varus","Clear,Sponge,SeTab,Pleata,Piero","Dal,Forest,Bay,Smash,Baut",blue,20.0,30.0,0,3.0,0.0,3.0,0.0,8.0,0.0,15.0,1.0,1734.0,-1734.0,1.0,0.9624,0.9624
ESPORTSTMNT01_3308340,LCKC,2023,Nongshim Esports Academy,KT Rolster Challengers,"K'Sante,Taliyah,Irelia,Samira,Rell","Gwen,Wukong,Zoe,Zeri,Leona","Mihile,Sounda,Calix,Jiwoo,Luon","Castle,HamBak,Feisty,Hype,Kice",blue,20.0,20.0,1,1.0,0.0,2.0,4.0,6.0,6.0,10.0,11.0,960.0,-960.0,1.0,1.0127,1.0127
ESPORTSTMNT01_3308923,LCKC,2023,Dplus Kia Challengers,DN SOOPers Challengers,"Sion,Wukong,Swain,Lucian,Nami","Jayce,Maokai,Yone,Draven,Varus","Thanatos,Lucid,Pullbae,Rahel,Loopy","Lancer,Courage,Cleaver,Bull,Andil",blue,20.0,30.0,0,4.0,3.0,4.0,3.0,7.0,4.0,7.0,4.0,-1104.0,1104.0,0.0,0.8097,0.8097
ESPORTSTMNT01_3308924,LCKC,2023,HANJIN BRION Challengers,Gen.G Global Academy,"K'Sante,Sejuani,Yone,Jhin,Heimerdinger","Gwen,Vi,Azir,Varus,Ashe","Frim,Raptor,Ivory,Gamin,Pollu","Casting,Winner,Quid,Pdx,Lospa",red,15.0,15.0,1,2.0,2.0,5.0,9.0,9.0,9.0,10.0,16.0,-36.0,36.0,0.0,1.1371,1.1371
ESPORTSTMNT01_3321498,LCKC,2023,T1 Esports Academy,Gen.G Global Academy,"K'Sante,Lee Sin,Annie,Varus,Renata Glasc","Renekton,Sejuani,Sylas,Xayah,Rakan","Dal,Forest,Bay,Smash,Baut","Zest,Winner,Quid,Pdx,Lospa",red,30.0,15.0,0,0.0,3.0,0.0,5.0,1.0,5.0,4.0,7.0,-1403.0,1403.0,0.0,0.7229,0.7229
ESPORTSTMNT01_3321523,LCKC,2023,Nongshim Esports Academy,Liiv SANDBOX Youth,"Fiora,Sejuani,Ryze,Aphelios,Thresh","Gnar,Vi,Sylas,Xayah,Blitzcrank","Mihile,Sounda,Callme,Jiwoo,Luon","DDahyuk,Vincenzo,Guti,Diable,PlanB",blue,10.0,30.0,0,8.0,2.0,14.0,2.0,19.0,3.0,0.0,0.0,3135.0,-3135.0,1.0,1.3733,1.3733
ESPORTSTMNT01_3321528,LCKC,2023,Liiv SANDBOX Youth,Nongshim Esports Academy,"Fiora,Wukong,Taliyah,Lucian,Nami","K'Sante,Elise,Viktor,Nilah,Rell","DDahyuk,Vincenzo,Guti,Diable,PlanB","Mihile,Sounda,Callme,Jiwoo,Luon",red,30.0,10.0,0,4.0,5.0,4.0,5.0,5.0,10.0,8.0,17.0,-1752.0,1752.0,1.0,1.2276,1.2276
ESPORTSTMNT01_3321532,LCKC,2023,DRX Challengers,Dplus Kia Challengers,"K'Sante,Vi,Veigar,Varus,Heimerdinger","Renekton,Lee Sin,Sylas,Aphelios,Kalista","Clear,Sponge,SeTab,Pleata,Piero","Thanatos,Lucid,Pullbae,Rahel,Loopy",red,30.0,10.0,0,3.0,5.0,4.0,6.0,7.0,6.0,8.0,6.0,-2046.0,2046.0,1.0,0.6762,0.6762
ESPORTSTMNT01_3322521,LCKC,2023,T1 Esports Academy,Gen.G Global Academy,"Renekton,Viego,Annie,Zeri,Renata Glasc","Gragas,Sejuani,Yone,Xayah,Rakan","Dal,Forest,Bay,Smash,Baut","Zest,Winner,Quid,Pdx,Lospa",red,30.0,15.0,0,1.0,3.0,2.0,5.0,3.0,6.0,5.0,8.0,-1101.0,1101.0,0.0,0.6704,0.6704
ESPORTSTMNT01_3322525,LCKC,2023,Liiv SANDBOX Youth,Nongshim Esports Academy,"Gnar,Maokai,Tristana,Varus,Heimerdinger","K'Sante,Wukong,Ryze,Jinx,Lulu","DDahyuk,Vincenzo,Guti,Diable,PlanB","Mihile,Sounda,Callme,Jiwoo,Luon",blue,25.0,25.0,1,2.0,1.0,3.0,4.0,3.0,4.0,6.0,6.0,743.0,-743.0,1.0,0.6925,0.6925
ESPORTSTMNT01_3322559,LCKC,2023,Dplus Kia Challengers,DRX Challengers,"K'Sante,Lee Sin,Syndra,Jinx,Tahm Kench","Gnar,Wukong,Ryze,Xayah,Rakan","Thanatos,Lucid,Pullbae,Rahel,Loopy","Clear,Sponge,SeTab,Pleata,Piero",blue,25.0,25.0,1,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,797.0,-797.0,1.0,0.6628,0.6628
ESPORTSTMNT01_3322782,LCKC,2023,KT Rolster Challengers,Hanwha Life Esports Challengers,"Gnar,Wukong,Viktor,Varus,Nautilus","Renekton,Lee Sin,Taliyah,Aphelios,Thresh","Castle,HamBak,Feisty,Hype,Kice","Rooster,Guwon,Roamer,Lure,Duro",blue,20.0,30.0,0,2.0,0.0,2.0,0.0,8.0,3.0,9.0,6.0,1350.0,-1350.0,1.0,0.8849,0.8849
ESPORTSTMNT01_3322791,LCKC,2023,Hanwha Life Esports Challengers,KT Rolster Challengers,"Gnar,Vi,Syndra,Jhin,Ashe","K'Sante,Wukong,Akali,Caitlyn,Heimerdinger","Rooster,Guwon,Roamer,Lure,Duro","PerfecT,HamBak,Feisty,Hype,Way",blue,15.0,30.0,0,4.0,1.0,6.0,1.0,8.0,4.0,12.0,6.0,3204.0,-3204.0,1.0,0.8787,0.8787
ESPORTSTMNT01_3322795,LCKC,2023,KT Rolster Challengers,Hanwha Life Esports Challengers,"Jayce,Lee Sin,Viktor,Aphelios,Nautilus","Sion,Vi,Taliyah,Caitlyn,Karma","PerfecT,HamBak,Feisty,Hype,Way","Rooster,Guwon,Roamer,Lure,Duro",red,25.0,25.0,1,0.0,1.0,1.0,2.0,3.0,4.0,8.0,6.0,-382.0,382.0,0.0,0.6543,0.6543
ESPORTSTMNT01_3322803,LCKC,2023,DN SOOPers Challengers,HANJIN BRION Challengers,"Ornn,Viego,Annie,Xayah,Rakan","Renekton,Vi,Gragas,Kai'Sa,Renata Glasc","IlllIma,Courage,Cleaver,Bull,Andil","Frim,Raptor,Ivory,Enosh,Pollu",red,30.0,20.0,0,0.0,2.0,0.0,3.0,0.0,6.0,2.0,10.0,-1121.0,1121.0,0.0,0.6657,0.6657
ESPORTSTMNT01_3323497,LCKC,2023,Gen.G Global Academy,T1 Esports Academy,"K'Sante,Wukong,Taliyah,Varus,Annie","Jayce,Lee Sin,Gragas,Kalista,Jarvan IV","Zest,Winner,Quid,Pdx,Lospa","Dal,Forest,Bay,Smash,Baut",blue,10.0,30.0,0,5.0,3.0,6.0,5.0,6.0,9.0,14.0,12.0,-514.0,514.0,0.0,1.2157,1.2157
ESPORTSTMNT01_3323803,LCKC,2023,HANJIN BRION Challengers,DN SOOPers Challengers,"K'Sante,Lee Sin,Syndra,Varus,Jhin","Renekton,Wukong,Akali,Ezreal,Heimerdinger","Frim,Raptor,Ivory,Enosh,Pollu","IlllIma,Courage,Cleaver,Bull,Andil",red,30.0,25.0,0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,7.0,1343.0,-1343.0,1.0,0.7686,0.7686
ESPORTSTMNT01_3324325,LCKC,2023,Gen.G Global Academy,Liiv SANDBOX Youth,"Kennen,Vi,Annie,Xayah,Rakan","Gragas,Wukong,Taliyah,Aphelios,Thresh","Casting,Winner,Quid,Pdx,Lospa","DDahyuk,Vincenzo,Guti,Diable,PlanB",blue,20.0,30.0,0,3.0,0.0,4.0,2.0,9.0,2.0,16.0,4.0,2577.0,-2577.0,1.0,0.9446,0.9446
ESPORTSTMNT01_3324332,LCKC,2023,T1 Esports Academy,Dplus Kia Challengers,"Gnar,Elise,Tristana,Varus,Heimerdinger","K'Sante,Wukong,Akali,Sivir,Ashe","Dal,Forest,Bay,Smash,Baut","Thanatos,Lucid,Pullbae,Rahel,Loopy",blue,20.0,30.0,0,2.0,1.0,4.0,1.0,9.0,1.0,0.0,0.0,3994.0,-3994.0,1.0,0.9112,0.9112
ESPORTSTMNT01_3324611,LCKC,2023,HANJIN BRION Challengers,Nongshim Esports Academy,"Renekton,Vi,Ahri,Varus,Heimerdinger","K'Sante,Lee Sin,Gragas,Zeri,Lulu","Frim,Raptor,Ivory,Enosh,Pollu","Mihile,Sounda,Calix,Jiwoo,Luon",blue,25.0,30.0,0,3.0,2.0,3.0,2.0,4.0,3.0,9.0,4.0,1763.0,-1763.0,0.0,0.8696,0.8696
ESPORTSTMNT01_3325296,LCKC,2023,Dplus Kia Challengers,T1 Esports Academy,"Gnar,Wukong,Annie,Xayah,Rakan","K'Sante,Maokai,Ryze,Aphelios,Tahm Kench","Thanatos,Lucid,Pullbae,Rahel,Loopy","Dal,Forest,Bay,Smash,Baut",blue,15.0,30.0,0,2.0,0.0,5.0,0.0,8.0,1.0,13.0,3.0,1752.0,-1752.0,1.0,0.7282,0.7282
ESPORTSTMNT01_3325299,LCKC,2023,Liiv SANDBOX Youth,Gen.G Global Academy,"Irelia,Lee Sin,Annie,Xayah,Ashe","Kennen,Wukong,Aurelion Sol,Zeri,Lulu","DDahyuk,Vincenzo,Guti,Diable,PlanB","Casting,Winner,Quid,Pdx,Lospa",blue,10.0,30.0,0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,2210.0,-2210.0,1.0,1.079,1.079
ESPORTSTMNT01_3325554,LCKC,2023,KT Rolster Challengers,DRX Challengers,"Jayce,Vi,Orianna,Varus,Karma","Sion,Lee Sin,Ryze,Jhin,Ashe","PerfecT,HamBak,Feisty,Hype,Way","Clear,Sponge,SeTab,Pleata,Piero",red,30.0,20.0,0,0.0,1.0,0.0,1.0,3.0,7.0,4.0,12.0,-369.0,369.0,0.0,0.8239,0.8239
ESPORTSTMNT01_3325572,LCKC,2023,KT Rolster Challengers,DRX Challengers,"K'Sante,Viego,Syndra,Caitlyn,Lux","Gwen,Lee Sin,Gragas,Jhin,Heimerdinger","Castle,HamBak,Feisty,Hype,Kice","Clear,Sponge,SeTab,Pleata,Piero",red,30.0,20.0,0,1.0,2.0,1.0,3.0,2.0,5.0,4.0,7.0,538.0,-538.0,1.0,0.6569,0.6569
ESPORTSTMNT01_3325573,LCKC,2023,Nongshim Esports Academy,HANJIN BRION Challengers,"K'Sante,Wukong,Viktor,Kai'Sa,Annie","Renekton,Lee Sin,Syndra,Xayah,Rakan","Mihile,Sounda,Calix,Jiwoo,Luon","Frim,Raptor,Ivory,Enosh,Pollu",blue,30.0,30.0,0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,633.0,-633.0,1.0,0.66,0.66
ESPORTSTMNT01_3326264,LCKC,2023,T1 Esports Academy,Dplus Kia Challengers,"K'Sante,Maokai,Veigar,Jinx,Nautilus","Gwen,Sejuani,Aurelion Sol,Caitlyn,Lux","Dal,Forest,Bay,Smash,Baut","Thanatos,Lucid,Pullbae,Rahel,Loopy",blue,25.0,30.0,0,2.0,4.0,2.0,4.0,4.0,4.0,6.0,4.0,-1079.0,1079.0,0.0,0.848,0.848
ESPORTSTMNT01_3326283,LCKC,2023,DN SOOPers Challengers,Hanwha Life Esports Challengers,"Gnar,Elise,Yone,Jhin,Pyke","Fiora,Sejuani,Veigar,Caitlyn,Karma","IlllIma,Courage,Cleaver,Bull,Andil","Rooster,Guwon,Roamer,Lure,Duro",blue,10.0,30.0,0,5.0,0.0,7.0,0.0,12.0,1.0,15.0,3.0,3223.0,-3223.0,1.0,0.8,0.8
ESPORTSTMNT01_3326284,LCKC,2023,Liiv SANDBOX Youth,Gen.G Global Academy,"Gnar,Maokai,Taliyah,Varus,Heimerdinger","Lee Sin,Wukong,Gragas,Zeri,Annie","DDahyuk,Vincenzo,Guti,Diable,PlanB","Zest,Winner,Quid,Pdx,Lospa",blue,20.0,30.0,0,0.0,1.0,3.0,1.0,5.0,1.0,5.0,1.0,-104.0,104.0,0.0,0.4286,0.4286
ESPORTSTMNT01_3326290,LCKC,2023,Hanwha Life Esports Challengers,DN SOOPers Challengers,"K'Sante,Lee Sin,Ryze,Varus,Blitzcrank","Gragas,Viego,Syndra,Kalista,Ashe","Rooster,Guwon,Roamer,Lure,Duro","IlllIma,Courage,Cleaver,Bull,Andil",blue,10.0,30.0,0,5.0,3.0,10.0,6.0,14.0,7.0,24.0,7.0,-88.0,88.0,0.0,1.4156,1.4156
ESPORTSTMNT01_3326301,LCKC,2023,DN SOOPers Challengers,Hanwha Life Esports Challengers,"Gwen,Sejuani,Irelia,Kalista,Ashe","K'Sante,Lee Sin,Taliyah,Jhin,Blitzcrank","Lancer,Courage,Cleaver,Bull,Andil","Rooster,Guwon,Roamer,Lure,Duro",red,30.0,15.0,0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,7.0,1423.0,-1423.0,1.0,0.6912,0.6912
ESPORTSTMNT01_3327544,LCKC,2023,Dplus Kia Challengers,Nongshim Esports Academy,"Kennen,Sejuani,Jayce,Caitlyn,Lux","Renekton,Lee Sin,LeBlanc,Veigar,Rakan","Thanatos,Lucid,Pullbae,Rahel,Loopy","Mihile,Sounda,Calix,Jiwoo,Luon",blue,30.0,30.0,0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,560.0,-560.0,1.0,0.4977,0.4977
ESPORTSTMNT01_3327794,LCKC,2023,Hanwha Life Esports Challengers,T1 Esports Academy,"K'Sante,Wukong,Taliyah,Ashe,Heimerdinger","Sion,Maokai,Rumble,Draven,Kalista","Rooster,Guwon,Roamer,Lure,Duro","Dal,Forest,Bay,Smash,Baut",red,30.0,10.0,0,2.0,5.0,3.0,5.0,5.0,9.0,9.0,11.0,-1340.0,1340.0,0.0,0.785,0.785
ESPORTSTMNT01_3328495,LCKC,2023,Dplus Kia Challengers,Nongshim Esports Academy,"Gwen,Lee Sin,Veigar,Varus,Nautilus","K'Sante,Wukong,Akali,Zeri,Braum","Thanatos,Lucid,Pullbae,Rahel,Loopy","Mihile,Sounda,Calix,Jiwoo,Luon",red,30.0,20.0,0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,6.0,661.0,-661.0,0.0,0.8828,0.8828
ESPORTSTMNT01_3328504,LCKC,2023,Dplus Kia Challengers,Nongshim Esports Academy,"Ornn,Lee Sin,LeBlanc,Varus,Renata Glasc","Renekton,Wukong,Veigar,Nilah,Lulu","Thanatos,Lucid,Pullbae,Rahel,Loopy","Mihile,Sounda,Calix,Jiwoo,Luon",red,30.0,30.0,0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,4.0,422.0,-422.0,0.0,0.3038,0.3038
ESPORTSTMNT01_3328516,LCKC,2023,Nongshim Esports Academy,Dplus Kia Challengers,"Jax,Wukong,Veigar,Varus,Karma","Gnar,Sejuani,Jayce,Zeri,Leona","Mihile,Sounda,Callme,Jiwoo,Luon","Thanatos,Lucid,Pullbae,Rahel,Loopy",blue,20.0,20.0,1,2.0,0.0,3.0,2.0,5.0,6.0,6.0,7.0,726.0,-726.0,1.0,0.8869,0.8869
ESPORTSTMNT01_3328749,LCKC,2023,Hanwha Life Esports Challengers,T1 Esports Academy,"Renekton,Lee Sin,Ahri,Ashe,Heimerdinger","Sion,Nidalee,Veigar,Varus,Caitlyn","Rooster,Guwon,Roamer,Lure,Duro","Dal,Forest,Bay,Smash,Baut",red,20.0,20.0,1,2.0,2.0,2.0,4.0,5.0,7.0,6.0,9.0,-974.0,974.0,0.0,0.7337,0.7337
ESPORTSTMNT01_3328754,LCKC,2023,T1 Esports Academy,Hanwha Life Esports Challengers,"Kennen,Vi,Annie,Jinx,Thresh","K'Sante,Wukong,Gragas,Zeri,Blitzcrank","Dal,Forest,Bay,Smash,Baut","Rooster,Guwon,Roamer,Lure,Duro",red,30.0,15.0,0,1.0,3.0,2.0,5.0,3.0,5.0,3.0,5.0,-1010.0,1010.0,1.0,0.5649,0.5649
ESPORTSTMNT01_3329463,LCKC,2023,Nongshim Esports Academy,Dplus Kia Challengers,"K'Sante,Elise,Veigar,Aphelios,Thresh","Gnar,Lee Sin,Gragas,Zeri,Rakan","Mihile,Sounda,Calix,Jiwoo,Luon","Thanatos,Lucid,Pullbae,Rahel,Loopy",blue,20.0,20.0,1,2.0,0.0,3.0,2.0,5.0,6.0,6.0,7.0,1873.0,-1873.0,1.0,0.5186,0.5186
ESPORTSTMNT01_3330749,PRM,2023,SK Gaming Prime,Berlin International Gaming,"Sion,Wukong,Orianna,Xayah,Blitzcrank","K'Sante,Xin Zhao,Syndra,Jinx,Thresh","JNX,Lurox,FEBIVEN,Keduii,Prime","Vizicsacsi,Rulfchen,Kaymin,HARPOON,Leon",blue,20.0,30.0,0,1.0,0.0,4.0,2.0,5.0,2.0,9.0,2.0,816.0,-816.0,1.0,0.7036,0.7036
ESPORTSTMNT01_3330780,PRM,2023,Berlin International Gaming,SK Gaming Prime,"Gwen,Gragas,Pantheon,Kai'Sa,Nautilus","Sion,Wukong,Cassiopeia,Xayah,Leona","Vizicsacsi,Rulfchen,Kaymin,HARPOON,Leon","JNX,Lurox,FEBIVEN,Keduii,Prime",red,30.0,10.0,0,2.0,6.0,3.0,11.0,4.0,14.0,0.0,0.0,-1793.0,1793.0,1.0,1.1638,1.1638
ESPORTSTMNT01_3332725,PRM,2023,SK Gaming Prime,Berlin International Gaming,"Sion,Wukong,Azir,Jinx,Thresh","Poppy,Xin Zhao,Syndra,Kai'Sa,Rakan","JNX,Lurox,FEBIVEN,Keduii,Prime","Vizicsacsi,Rulfchen,Kaymin,HARPOON,Leon",red,15.0,15.0,1,4.0,3.0,10.0,5.0,13.0,6.0,20.0,15.0,905.0,-905.0,0.0,1.181,1.181
ESPORTSTMNT01_3333358,LCKC,2023,DRX Challengers,T1 Esports Academy,"Gnar,Vi,Ryze,Varus,Nautilus","K'Sante,Lee Sin,Annie,Xayah,Leona","Clear,Sponge,SeTab,Pleata,Piero","Dal,Forest,Bay,Smash,Baut",red,30.0,10.0,0,3.0,5.0,6.0,6.0,14.0,10.0,14.0,11.0,9.0,-9.0,0.0,1.1152,1.1152
